State_County,State,County,Levels_Smokers,Levels_COPD
"Bladen, North Carolina",North Carolina,Bladen,22.8,10.9
"Genesee, New York",New York,Genesee,18.1,8.5
"Greene, New York",New York,Greene,18.6,9.5
"Rowan, North Carolina",North Carolina,Rowan,20.1,8.8
"Pasquotank, North Carolina",North Carolina,Pasquotank,20.4,8.2
"Person, North Carolina",North Carolina,Person,21.1,9.4
"Hettinger, North Dakota",North Dakota,Hettinger,18.9,7.8
"Sullivan, New York",New York,Sullivan,18.2,8.3
"Camden, North Carolina",North Carolina,Camden,20.4,8.3
"Adams, Ohio",Ohio,Adams,29.0,13.9
"Harnett, North Carolina",North Carolina,Harnett,19.9,7.2
"Sierra, New Mexico",New Mexico,Sierra,16.5,9.9
"Guernsey, Ohio",Ohio,Guernsey,24.9,12.2
"Henderson, North Carolina",North Carolina,Henderson,16.3,8.1
"Mora, New Mexico",New Mexico,Mora,12.8,6.2
"Cavalier, North Dakota",North Dakota,Cavalier,15.9,7.5
"Randolph, North Carolina",North Carolina,Randolph,21.2,9.5
"Cuyahoga, Ohio",Ohio,Cuyahoga,20.7,8.6
"LaMoure, North Dakota",North Dakota,LaMoure,17.0,8.5
"Los Alamos, New Mexico",New Mexico,Los Alamos,9.0,3.7
"Franklin, New York",New York,Franklin,21.4,9.3
"Champaign, Ohio",Ohio,Champaign,22.4,9.9
"Dutchess, New York",New York,Dutchess,15.2,6.7
"Wayne, North Carolina",North Carolina,Wayne,20.5,8.6
"Stokes, North Carolina",North Carolina,Stokes,21.7,10.1
"Geauga, Ohio",Ohio,Geauga,17.7,8.8
"Rockingham, North Carolina",North Carolina,Rockingham,21.8,10.3
"Erie, Ohio",Ohio,Erie,21.5,9.8
"Warren, New York",New York,Warren,15.7,8.2
"Delaware, New York",New York,Delaware,18.5,9.7
"Grant, North Dakota",North Dakota,Grant,17.8,9.1
"Davidson, North Carolina",North Carolina,Davidson,21.6,9.4
"Seneca, New York",New York,Seneca,19.9,9.1
"Cortland, New York",New York,Cortland,17.7,7.9
"Sheridan, North Dakota",North Dakota,Sheridan,17.3,9.5
"Alleghany, North Carolina",North Carolina,Alleghany,21.9,12.4
"Northampton, North Carolina",North Carolina,Northampton,22.4,11.6
"Currituck, North Carolina",North Carolina,Currituck,18.8,7.8
"McLean, North Dakota",North Dakota,McLean,17.2,7.2
"Sullivan, New Hampshire",New Hampshire,Sullivan,18.3,8.3
"Rockland, New York",New York,Rockland,13.0,6.3
"Cumberland, North Carolina",North Carolina,Cumberland,19.1,6.6
"Torrance, New Mexico",New Mexico,Torrance,17.8,7.7
"McKinley, New Mexico",New Mexico,McKinley,24.2,10.3
"Sioux, North Dakota",North Dakota,Sioux,34.1,10.9
"Merrimack, New Hampshire",New Hampshire,Merrimack,15.2,6.6
"Steuben, New York",New York,Steuben,20.1,9.6
"Hamilton, Ohio",Ohio,Hamilton,19.6,7.9
"Union, North Carolina",North Carolina,Union,17.7,6.4
"Hertford, North Carolina",North Carolina,Hertford,22.1,9.8
"Ulster, New York",New York,Ulster,16.0,7.7
"Chautauqua, New York",New York,Chautauqua,20.1,9.6
"Fulton, New York",New York,Fulton,21.9,9.9
"De Baca, New Mexico",New Mexico,De Baca,16.0,8.2
"Cleveland, North Carolina",North Carolina,Cleveland,22.3,10.1
"Mercer, North Dakota",North Dakota,Mercer,17.3,6.8
"Yates, New York",New York,Yates,18.1,9.3
"Curry, New Mexico",New Mexico,Curry,17.2,5.9
"Ashland, Ohio",Ohio,Ashland,21.9,10.2
"Nash, North Carolina",North Carolina,Nash,20.2,8.5
"Steele, North Dakota",North Dakota,Steele,14.0,6.3
"Lee, North Carolina",North Carolina,Lee,19.4,8.1
"Hardin, Ohio",Ohio,Hardin,22.6,10.0
"Valencia, New Mexico",New Mexico,Valencia,15.8,5.7
"Montgomery, North Carolina",North Carolina,Montgomery,20.4,9.5
"Franklin, North Carolina",North Carolina,Franklin,20.5,8.1
"Adams, North Dakota",North Dakota,Adams,15.8,7.4
"Haywood, North Carolina",North Carolina,Haywood,18.4,9.2
"Colfax, New Mexico",New Mexico,Colfax,14.8,7.2
"Wilkes, North Carolina",North Carolina,Wilkes,22.0,10.7
"Do̱a Ana, New Mexico",New Mexico,Do̱a Ana,14.5,5.5
"Fayette, Ohio",Ohio,Fayette,26.1,11.4
"Cayuga, New York",New York,Cayuga,19.8,9.2
"Forsyth, North Carolina",North Carolina,Forsyth,17.5,7.2
"Durham, North Carolina",North Carolina,Durham,15.4,5.5
"Wilson, North Carolina",North Carolina,Wilson,21.7,9.5
"Wake, North Carolina",North Carolina,Wake,12.9,4.9
"Santa Fe, New Mexico",New Mexico,Santa Fe,11.4,5.3
"Stutsman, North Dakota",North Dakota,Stutsman,17.9,6.7
"Traill, North Dakota",North Dakota,Traill,15.2,6.0
"McKenzie, North Dakota",North Dakota,McKenzie,19.3,5.2
"New Hanover, North Carolina",North Carolina,New Hanover,16.0,7.0
"Rockingham, New Hampshire",New Hampshire,Rockingham,13.9,5.8
"Swain, North Carolina",North Carolina,Swain,25.1,11.2
"Caswell, North Carolina",North Carolina,Caswell,21.5,9.8
"Lewis, New York",New York,Lewis,19.4,9.7
"Herkimer, New York",New York,Herkimer,19.6,9.5
"Clay, North Carolina",North Carolina,Clay,18.6,10.8
"Strafford, New Hampshire",New Hampshire,Strafford,15.5,6.1
"St. Lawrence, New York",New York,St. Lawrence,19.8,9.5
"Brown, Ohio",Ohio,Brown,23.5,11.1
"Nelson, North Dakota",North Dakota,Nelson,16.3,7.4
"Yadkin, North Carolina",North Carolina,Yadkin,21.4,10.0
"Catron, New Mexico",New Mexico,Catron,16.0,10.5
"Gallia, Ohio",Ohio,Gallia,25.1,11.9
"Bottineau, North Dakota",North Dakota,Bottineau,16.5,7.1
"Luna, New Mexico",New Mexico,Luna,18.2,7.6
"Chaves, New Mexico",New Mexico,Chaves,16.3,6.2
"Catawba, North Carolina",North Carolina,Catawba,19.7,8.2
"Pitt, North Carolina",North Carolina,Pitt,18.2,7.1
"Kings, New York",New York,Kings,14.1,5.9
"Golden Valley, North Dakota",North Dakota,Golden Valley,15.8,7.3
"Ramsey, North Dakota",North Dakota,Ramsey,16.4,6.8
"Burke, North Carolina",North Carolina,Burke,22.1,10.1
"Richmond, New York",New York,Richmond,15.3,6.3
"Ward, North Dakota",North Dakota,Ward,17.0,4.9
"Chatham, North Carolina",North Carolina,Chatham,15.0,7.5
"Barnes, North Dakota",North Dakota,Barnes,16.2,6.9
"Sargent, North Dakota",North Dakota,Sargent,16.4,6.5
"Walsh, North Dakota",North Dakota,Walsh,17.2,7.5
"Dickey, North Dakota",North Dakota,Dickey,15.0,6.2
"Delaware, Ohio",Ohio,Delaware,15.0,6.0
"Broome, New York",New York,Broome,16.7,8.4
"Surry, North Carolina",North Carolina,Surry,21.9,10.2
"Defiance, Ohio",Ohio,Defiance,20.4,9.1
"Chowan, North Carolina",North Carolina,Chowan,19.6,9.8
"Union, New Mexico",New Mexico,Union,17.9,6.8
"Mountrail, North Dakota",North Dakota,Mountrail,21.2,5.9
"Grand Forks, North Dakota",North Dakota,Grand Forks,14.8,5.2
"Roosevelt, New Mexico",New Mexico,Roosevelt,17.1,6.1
"Renville, North Dakota",North Dakota,Renville,16.2,6.7
"Jones, North Carolina",North Carolina,Jones,23.2,11.9
"Duplin, North Carolina",North Carolina,Duplin,22.1,10.0
"Edgecombe, North Carolina",North Carolina,Edgecombe,23.3,10.7
"Rensselaer, New York",New York,Rensselaer,16.9,7.2
"Billings, North Dakota",North Dakota,Billings,16.6,6.6
"Jackson, North Carolina",North Carolina,Jackson,18.4,8.2
"Cibola, New Mexico",New Mexico,Cibola,20.9,7.7
"Pender, North Carolina",North Carolina,Pender,18.6,8.3
"Columbiana, Ohio",Ohio,Columbiana,24.2,11.4
"Allegany, New York",New York,Allegany,19.7,9.3
"Fulton, Ohio",Ohio,Fulton,20.3,9.0
"Macon, North Carolina",North Carolina,Macon,18.3,10.1
"Bertie, North Carolina",North Carolina,Bertie,22.8,10.8
"Bronx, New York",New York,Bronx,16.4,6.6
"Chemung, New York",New York,Chemung,19.5,9.1
"Mecklenburg, North Carolina",North Carolina,Mecklenburg,15.3,5.2
"Lincoln, North Carolina",North Carolina,Lincoln,18.9,8.2
"Otsego, New York",New York,Otsego,17.2,8.4
"Hidalgo, New Mexico",New Mexico,Hidalgo,15.7,6.9
"Orange, New York",New York,Orange,15.2,6.2
"Stanly, North Carolina",North Carolina,Stanly,20.9,9.0
"Lenoir, North Carolina",North Carolina,Lenoir,22.9,10.5
"Tyrrell, North Carolina",North Carolina,Tyrrell,24.0,10.4
"Hancock, Ohio",Ohio,Hancock,20.3,8.4
"Nassau, New York",New York,Nassau,11.7,5.4
"Lea, New Mexico",New Mexico,Lea,17.1,5.3
"Bowman, North Dakota",North Dakota,Bowman,16.5,6.9
"Logan, North Dakota",North Dakota,Logan,17.4,7.8
"Harrison, Ohio",Ohio,Harrison,26.1,12.3
"Richland, North Dakota",North Dakota,Richland,15.9,6.5
"Mitchell, North Carolina",North Carolina,Mitchell,19.7,10.0
"Tompkins, New York",New York,Tompkins,13.3,5.6
"Cattaraugus, New York",New York,Cattaraugus,20.6,10.1
"Martin, North Carolina",North Carolina,Martin,21.6,10.8
"Coshocton, Ohio",Ohio,Coshocton,25.9,12.1
"McDowell, North Carolina",North Carolina,McDowell,22.2,10.0
"Suffolk, New York",New York,Suffolk,13.4,5.9
"Burke, North Dakota",North Dakota,Burke,16.7,6.7
"McHenry, North Dakota",North Dakota,McHenry,17.3,6.8
"New York, New York",New York,New York,11.3,4.6
"Warren, North Carolina",North Carolina,Warren,22.6,11.4
"Ransom, North Dakota",North Dakota,Ransom,17.2,7.1
"Polk, North Carolina",North Carolina,Polk,16.1,9.5
"Albany, New York",New York,Albany,14.2,6.4
"Davie, North Carolina",North Carolina,Davie,18.6,8.6
"Orleans, New York",New York,Orleans,20.6,9.6
"Slope, North Dakota",North Dakota,Slope,16.2,7.3
"Craven, North Carolina",North Carolina,Craven,17.9,7.9
"Darke, Ohio",Ohio,Darke,22.6,10.8
"Niagara, New York",New York,Niagara,20.0,9.0
"Cabarrus, North Carolina",North Carolina,Cabarrus,17.2,6.4
"Perry, Pennsylvania",Pennsylvania,Perry,21.7,8.7
"Marion, Oregon",Oregon,Marion,14.9,6.1
"Greenville, South Carolina",South Carolina,Greenville,14.7,6.4
"Miami, Ohio",Ohio,Miami,21.7,9.5
"Logan, Ohio",Ohio,Logan,23.1,10.2
"Lawrence, Pennsylvania",Pennsylvania,Lawrence,20.7,9.1
"Oklahoma, Oklahoma",Oklahoma,Oklahoma,16.5,7.0
"Wayne, Pennsylvania",Pennsylvania,Wayne,19.9,8.9
"Hocking, Ohio",Ohio,Hocking,24.7,11.6
"Pittsburg, Oklahoma",Oklahoma,Pittsburg,22.9,10.5
"Clinton, Pennsylvania",Pennsylvania,Clinton,21.0,8.6
"Delaware, Pennsylvania",Pennsylvania,Delaware,16.6,6.2
"Benton, Oregon",Oregon,Benton,12.3,5.0
"Saluda, South Carolina",South Carolina,Saluda,20.6,9.5
"McCormick, South Carolina",South Carolina,McCormick,18.6,10.7
"Pontotoc, Oklahoma",Oklahoma,Pontotoc,20.3,8.5
"Washington, Ohio",Ohio,Washington,21.9,10.8
"Scioto, Ohio",Ohio,Scioto,28.0,12.7
"Georgetown, South Carolina",South Carolina,Georgetown,17.3,9.5
"Delaware, Oklahoma",Oklahoma,Delaware,22.0,12.1
"Morrow, Oregon",Oregon,Morrow,18.1,7.3
"Horry, South Carolina",South Carolina,Horry,21.6,9.5
"Indiana, Pennsylvania",Pennsylvania,Indiana,20.9,8.7
"Mifflin, Pennsylvania",Pennsylvania,Mifflin,23.7,10.3
"Ellis, Oklahoma",Oklahoma,Ellis,19.3,10.4
"Aurora, South Dakota",South Dakota,Aurora,15.9,5.9
"Seminole, Oklahoma",Oklahoma,Seminole,23.9,11.5
"Klamath, Oregon",Oregon,Klamath,17.8,8.1
"Noble, Oklahoma",Oklahoma,Noble,18.9,8.8
"Trumbull, Ohio",Ohio,Trumbull,25.1,11.5
"Wood, Ohio",Ohio,Wood,18.1,7.5
"Anderson, South Carolina",South Carolina,Anderson,20.1,8.9
"Lycoming, Pennsylvania",Pennsylvania,Lycoming,21.1,8.3
"Greenwood, South Carolina",South Carolina,Greenwood,19.1,8.7
"Malheur, Oregon",Oregon,Malheur,19.0,7.3
"Providence, Rhode Island",Rhode Island,Providence,16.4,7.0
"Harper, Oklahoma",Oklahoma,Harper,18.0,8.9
"Monroe, Ohio",Ohio,Monroe,25.3,12.5
"Canadian, Oklahoma",Oklahoma,Canadian,17.7,6.6
"Brule, South Dakota",South Dakota,Brule,17.6,6.7
"Custer, Oklahoma",Oklahoma,Custer,17.8,7.8
"Columbia, Pennsylvania",Pennsylvania,Columbia,20.0,8.2
"Chester, South Carolina",South Carolina,Chester,22.1,10.1
"Adams, Pennsylvania",Pennsylvania,Adams,19.1,7.9
"Wagoner, Oklahoma",Oklahoma,Wagoner,18.9,8.1
"Jefferson, Oklahoma",Oklahoma,Jefferson,22.1,11.7
"Wyandot, Ohio",Ohio,Wyandot,23.1,10.3
"Summit, Ohio",Ohio,Summit,20.5,8.9
"Muskogee, Oklahoma",Oklahoma,Muskogee,22.4,10.3
"Chesterfield, South Carolina",South Carolina,Chesterfield,23.0,10.5
"Philadelphia, Pennsylvania",Pennsylvania,Philadelphia,20.2,6.8
"Lake, Ohio",Ohio,Lake,19.5,8.7
"Alfalfa, Oklahoma",Oklahoma,Alfalfa,19.0,8.5
"Washington, Oklahoma",Oklahoma,Washington,17.6,8.7
"Linn, Oregon",Oregon,Linn,16.9,7.4
"Hampton, South Carolina",South Carolina,Hampton,23.6,10.3
"Pike, Ohio",Ohio,Pike,26.1,13.2
"Polk, Oregon",Oregon,Polk,15.2,6.0
"Washington, Pennsylvania",Pennsylvania,Washington,18.1,7.7
"Yamhill, Oregon",Oregon,Yamhill,16.3,6.2
"Dorchester, South Carolina",South Carolina,Dorchester,18.1,6.7
"Cherokee, Oklahoma",Oklahoma,Cherokee,22.3,9.8
"Medina, Ohio",Ohio,Medina,17.6,7.9
"Greene, Pennsylvania",Pennsylvania,Greene,22.8,8.8
"Newport, Rhode Island",Rhode Island,Newport,12.0,7.0
"York, South Carolina",South Carolina,York,15.6,6.5
"Garfield, Oklahoma",Oklahoma,Garfield,18.5,8.0
"Tillman, Oklahoma",Oklahoma,Tillman,19.5,9.7
"Abbeville, South Carolina",South Carolina,Abbeville,21.2,10.1
"Snyder, Pennsylvania",Pennsylvania,Snyder,20.9,8.4
"Susquehanna, Pennsylvania",Pennsylvania,Susquehanna,20.7,9.6
"Harmon, Oklahoma",Oklahoma,Harmon,17.6,8.7
"Richland, South Carolina",South Carolina,Richland,16.2,5.7
"Major, Oklahoma",Oklahoma,Major,17.8,8.9
"Okfuskee, Oklahoma",Oklahoma,Okfuskee,26.5,12.4
"Perry, Ohio",Ohio,Perry,26.8,11.5
"Wallowa, Oregon",Oregon,Wallowa,15.7,8.3
"Pickaway, Ohio",Ohio,Pickaway,23.5,9.6
"Jackson, Oregon",Oregon,Jackson,16.9,7.3
"Lexington, South Carolina",South Carolina,Lexington,17.3,7.2
"Stark, Ohio",Ohio,Stark,21.6,9.7
"Nowata, Oklahoma",Oklahoma,Nowata,22.9,10.9
"Highland, Ohio",Ohio,Highland,27.2,12.3
"Hood River, Oregon",Oregon,Hood River,15.1,5.6
"Jefferson, Pennsylvania",Pennsylvania,Jefferson,23.0,10.0
"Josephine, Oregon",Oregon,Josephine,18.8,9.2
"Washington, Rhode Island",Rhode Island,Washington,14.4,6.9
"Portage, Ohio",Ohio,Portage,20.0,8.4
"Richland, Ohio",Ohio,Richland,24.0,10.5
"Williams, Ohio",Ohio,Williams,22.8,9.9
"Wheeler, Oregon",Oregon,Wheeler,17.3,10.5
"Payne, Oklahoma",Oklahoma,Payne,16.8,7.0
"Columbia, Oregon",Oregon,Columbia,18.8,7.5
"Pickens, South Carolina",South Carolina,Pickens,17.6,7.6
"Fayette, Pennsylvania",Pennsylvania,Fayette,22.9,10.0
"Marshall, Oklahoma",Oklahoma,Marshall,20.7,10.7
"Comanche, Oklahoma",Oklahoma,Comanche,19.1,7.4
"Multnomah, Oregon",Oregon,Multnomah,15.6,4.9
"Lee, South Carolina",South Carolina,Lee,22.9,10.0
"Coal, Oklahoma",Oklahoma,Coal,23.8,12.4
"Kiowa, Oklahoma",Oklahoma,Kiowa,21.3,10.9
"Knox, Ohio",Ohio,Knox,20.2,9.7
"Crawford, Pennsylvania",Pennsylvania,Crawford,22.3,9.3
"Tioga, Pennsylvania",Pennsylvania,Tioga,21.9,9.3
"Tulsa, Oklahoma",Oklahoma,Tulsa,17.3,7.3
"Spartanburg, South Carolina",South Carolina,Spartanburg,19.6,7.7
"Cherokee, South Carolina",South Carolina,Cherokee,23.0,9.8
"Murray, Oklahoma",Oklahoma,Murray,20.3,10.1
"Jefferson, Ohio",Ohio,Jefferson,24.4,11.3
"Carbon, Pennsylvania",Pennsylvania,Carbon,20.7,8.8
"Tillamook, Oregon",Oregon,Tillamook,16.3,8.0
"Allendale, South Carolina",South Carolina,Allendale,24.4,10.6
"Marlboro, South Carolina",South Carolina,Marlboro,25.6,11.0
"Butler, Pennsylvania",Pennsylvania,Butler,16.2,6.8
"Clatsop, Oregon",Oregon,Clatsop,16.7,7.4
"Garvin, Oklahoma",Oklahoma,Garvin,22.1,9.8
"Lane, Oregon",Oregon,Lane,14.8,6.8
"Edgefield, South Carolina",South Carolina,Edgefield,20.4,8.8
"Dauphin, Pennsylvania",Pennsylvania,Dauphin,18.4,7.0
"Wayne, Ohio",Ohio,Wayne,21.6,9.8
"Franklin, Pennsylvania",Pennsylvania,Franklin,19.8,8.1
"Clackamas, Oregon",Oregon,Clackamas,13.5,5.3
"Ottawa, Ohio",Ohio,Ottawa,19.9,10.3
"Oconee, South Carolina",South Carolina,Oconee,18.9,9.4
"Sherman, Oregon",Oregon,Sherman,17.1,8.1
"Caddo, Oklahoma",Oklahoma,Caddo,22.8,9.9
"Cambria, Pennsylvania",Pennsylvania,Cambria,20.0,9.1
"Pushmataha, Oklahoma",Oklahoma,Pushmataha,23.2,12.7
"Bamberg, South Carolina",South Carolina,Bamberg,20.5,9.6
"Vinton, Ohio",Ohio,Vinton,27.6,13.2
"Creek, Oklahoma",Oklahoma,Creek,21.9,9.6
"Elk, Pennsylvania",Pennsylvania,Elk,21.1,9.0
"Lawrence, Ohio",Ohio,Lawrence,26.1,12.1
"Bristol, Rhode Island",Rhode Island,Bristol,13.4,6.9
"Orangeburg, South Carolina",South Carolina,Orangeburg,19.2,9.3
"Laurens, South Carolina",South Carolina,Laurens,22.3,9.7
"Shelby, Ohio",Ohio,Shelby,21.8,9.4
"Pawnee, Oklahoma",Oklahoma,Pawnee,21.8,10.4
"Blaine, Oklahoma",Oklahoma,Blaine,20.8,10.1
"Charleston, South Carolina",South Carolina,Charleston,15.5,6.1
"Warren, Pennsylvania",Pennsylvania,Warren,20.8,9.3
"Monroe, Pennsylvania",Pennsylvania,Monroe,18.8,6.9
"Paulding, Ohio",Ohio,Paulding,22.2,9.9
"Northampton, Pennsylvania",Pennsylvania,Northampton,17.2,6.5
"Grady, Oklahoma",Oklahoma,Grady,20.3,8.7
"Holmes, Ohio",Ohio,Holmes,27.8,11.6
"Jefferson, Oregon",Oregon,Jefferson,17.9,7.5
"Lincoln, Oklahoma",Oklahoma,Lincoln,21.2,10.0
"Lackawanna, Pennsylvania",Pennsylvania,Lackawanna,19.9,7.9
"Montgomery, Pennsylvania",Pennsylvania,Montgomery,14.4,5.4
"Latimer, Oklahoma",Oklahoma,Latimer,21.8,11.3
"Sandusky, Ohio",Ohio,Sandusky,20.8,9.6
"Choctaw, Oklahoma",Oklahoma,Choctaw,24.8,12.8
"Baker, Oregon",Oregon,Baker,16.2,8.3
"Crook, Oregon",Oregon,Crook,17.7,8.4
"Brown, South Dakota",South Dakota,Brown,16.0,5.6
"Seneca, Ohio",Ohio,Seneca,21.9,9.6
"Clearfield, Pennsylvania",Pennsylvania,Clearfield,22.7,9.5
"McIntosh, Oklahoma",Oklahoma,McIntosh,22.8,12.9
"Adair, Oklahoma",Oklahoma,Adair,29.2,13.3
"Barnwell, South Carolina",South Carolina,Barnwell,23.1,10.8
"Blair, Pennsylvania",Pennsylvania,Blair,21.9,8.9
"Juniata, Pennsylvania",Pennsylvania,Juniata,22.8,9.6
"Montour, Pennsylvania",Pennsylvania,Montour,19.3,8.0
"Washington, Oregon",Oregon,Washington,12.4,4.4
"Bryan, Oklahoma",Oklahoma,Bryan,21.4,9.8
"Beadle, South Dakota",South Dakota,Beadle,18.2,6.8
"Craig, Oklahoma",Oklahoma,Craig,22.9,11.4
"Morrow, Ohio",Ohio,Morrow,24.0,10.7
"McCurtain, Oklahoma",Oklahoma,McCurtain,23.8,11.7
"Greer, Oklahoma",Oklahoma,Greer,21.8,9.5
"Meigs, Ohio",Ohio,Meigs,26.9,13.1
"Calhoun, South Carolina",South Carolina,Calhoun,18.6,9.1
"Lancaster, South Carolina",South Carolina,Lancaster,17.5,8.0
"Venango, Pennsylvania",Pennsylvania,Venango,21.5,9.7
"Wyoming, Pennsylvania",Pennsylvania,Wyoming,20.2,8.5
"Clarion, Pennsylvania",Pennsylvania,Clarion,21.3,9.0
"Sullivan, Pennsylvania",Pennsylvania,Sullivan,21.1,10.2
"Huron, Ohio",Ohio,Huron,23.3,10.5
"Woodward, Oklahoma",Oklahoma,Woodward,19.2,7.8
"Cumberland, Pennsylvania",Pennsylvania,Cumberland,16.7,6.5
"Bon Homme, South Dakota",South Dakota,Bon Homme,19.1,6.9
"Osage, Oklahoma",Oklahoma,Osage,21.6,10.2
"Deschutes, Oregon",Oregon,Deschutes,14.9,6.1
"Noble, Ohio",Ohio,Noble,23.9,13.3
"Mahoning, Ohio",Ohio,Mahoning,22.1,10.1
"Ottawa, Oklahoma",Oklahoma,Ottawa,23.1,11.1
"Johnston, Oklahoma",Oklahoma,Johnston,22.7,11.0
"Armstrong, Pennsylvania",Pennsylvania,Armstrong,22.3,9.6
"Jasper, South Carolina",South Carolina,Jasper,20.9,9.3
"Newberry, South Carolina",South Carolina,Newberry,20.2,9.1
"Kershaw, South Carolina",South Carolina,Kershaw,19.6,8.4
"Union, Pennsylvania",Pennsylvania,Union,19.1,7.1
"Le Flore, Oklahoma",Oklahoma,Le Flore,23.6,11.3
"Preble, Ohio",Ohio,Preble,22.3,10.0
"Schuylkill, Pennsylvania",Pennsylvania,Schuylkill,22.7,8.9
"Mayes, Oklahoma",Oklahoma,Mayes,23.7,11.0
"Williamsburg, South Carolina",South Carolina,Williamsburg,23.2,10.4
"Kent, Rhode Island",Rhode Island,Kent,16.1,8.0
"Cotton, Oklahoma",Oklahoma,Cotton,21.6,10.8
"Cleveland, Oklahoma",Oklahoma,Cleveland,16.0,6.4
"Sumter, South Carolina",South Carolina,Sumter,19.5,8.3
"Westmoreland, Pennsylvania",Pennsylvania,Westmoreland,19.0,8.0
"Lancaster, Pennsylvania",Pennsylvania,Lancaster,19.2,7.2
"Potter, Pennsylvania",Pennsylvania,Potter,22.5,10.5
"Coos, Oregon",Oregon,Coos,18.8,9.1
"Bedford, Pennsylvania",Pennsylvania,Bedford,22.1,9.9
"Sequoyah, Oklahoma",Oklahoma,Sequoyah,25.6,12.2
"Erie, Pennsylvania",Pennsylvania,Erie,20.4,8.1
"Beckham, Oklahoma",Oklahoma,Beckham,20.2,8.4
"Berks, Pennsylvania",Pennsylvania,Berks,18.7,7.0
"Allegheny, Pennsylvania",Pennsylvania,Allegheny,17.4,6.5
"York, Pennsylvania",Pennsylvania,York,18.8,7.4
"Gilliam, Oregon",Oregon,Gilliam,17.1,9.0
"Berkeley, South Carolina",South Carolina,Berkeley,19.0,6.8
"Grant, Oklahoma",Oklahoma,Grant,17.2,8.6
"Okmulgee, Oklahoma",Oklahoma,Okmulgee,22.5,10.9
"Ross, Ohio",Ohio,Ross,26.4,11.2
"Curry, Oregon",Oregon,Curry,16.1,9.0
"Madison, Ohio",Ohio,Madison,22.9,9.3
"Colleton, South Carolina",South Carolina,Colleton,23.6,10.3
"Huntingdon, Pennsylvania",Pennsylvania,Huntingdon,21.7,8.7
"Luzerne, Pennsylvania",Pennsylvania,Luzerne,20.9,7.9
"Texas, Oklahoma",Oklahoma,Texas,17.6,6.9
"Brookings, South Dakota",South Dakota,Brookings,12.7,4.1
"Bennett, South Dakota",South Dakota,Bennett,29.0,10.0
"Northumberland, Pennsylvania",Pennsylvania,Northumberland,22.6,9.3
"Darlington, South Carolina",South Carolina,Darlington,21.8,9.6
"Beaver, Oklahoma",Oklahoma,Beaver,17.6,8.5
"Beaufort, South Carolina",South Carolina,Beaufort,14.1,7.0
"Van Wert, Ohio",Ohio,Van Wert,22.2,10.1
"Warren, Ohio",Ohio,Warren,16.8,7.0
"Pottawatomie, Oklahoma",Oklahoma,Pottawatomie,21.4,9.8
"Union, Oregon",Oregon,Union,16.3,7.6
"Lorain, Ohio",Ohio,Lorain,20.7,9.2
"Stephens, Oklahoma",Oklahoma,Stephens,20.8,9.9
"Cimarron, Oklahoma",Oklahoma,Cimarron,16.9,9.5
"Kay, Oklahoma",Oklahoma,Kay,20.6,9.7
"Dillon, South Carolina",South Carolina,Dillon,25.3,11.6
"Hughes, Oklahoma",Oklahoma,Hughes,24.3,11.3
"Mercer, Ohio",Ohio,Mercer,20.6,9.4
"Lucas, Ohio",Ohio,Lucas,22.9,9.7
"Haskell, Oklahoma",Oklahoma,Haskell,23.0,11.4
"Dewey, Oklahoma",Oklahoma,Dewey,19.3,9.4
"Clarendon, South Carolina",South Carolina,Clarendon,20.9,10.7
"Bucks, Pennsylvania",Pennsylvania,Bucks,16.1,6.1
"Kingfisher, Oklahoma",Oklahoma,Kingfisher,19.0,8.3
"Carter, Oklahoma",Oklahoma,Carter,20.2,9.1
"Cameron, Pennsylvania",Pennsylvania,Cameron,22.1,11.0
"Tuscarawas, Ohio",Ohio,Tuscarawas,22.4,10.9
"Aiken, South Carolina",South Carolina,Aiken,17.5,8.2
"Lehigh, Pennsylvania",Pennsylvania,Lehigh,17.3,6.3
"Marion, South Carolina",South Carolina,Marion,23.6,10.7
"Lincoln, Oregon",Oregon,Lincoln,17.0,8.6
"Grant, Oregon",Oregon,Grant,17.9,9.9
"Campbell, South Dakota",South Dakota,Campbell,14.4,6.8
"Licking, Ohio",Ohio,Licking,21.1,8.9
"Somerset, Pennsylvania",Pennsylvania,Somerset,21.9,9.5
"Chester, Pennsylvania",Pennsylvania,Chester,13.3,5.3
"McKean, Pennsylvania",Pennsylvania,McKean,22.5,9.1
"Jackson, Oklahoma",Oklahoma,Jackson,17.0,7.3
"Florence, South Carolina",South Carolina,Florence,19.8,8.5
"Fairfield, South Carolina",South Carolina,Fairfield,21.0,10.2
"Roger Mills, Oklahoma",Oklahoma,Roger Mills,19.7,10.2
"Morgan, Ohio",Ohio,Morgan,27.0,13.4
"Love, Oklahoma",Oklahoma,Love,20.8,9.8
"Lake, Oregon",Oregon,Lake,18.9,9.6
"Lebanon, Pennsylvania",Pennsylvania,Lebanon,20.5,7.8
"Putnam, Ohio",Ohio,Putnam,18.5,8.5
"Douglas, Oregon",Oregon,Douglas,18.2,8.9
"Bradford, Pennsylvania",Pennsylvania,Bradford,21.6,9.4
"Atoka, Oklahoma",Oklahoma,Atoka,23.7,11.7
"Buffalo, South Dakota",South Dakota,Buffalo,36.1,10.8
"Beaver, Pennsylvania",Pennsylvania,Beaver,20.3,8.4
"Jackson, Ohio",Ohio,Jackson,25.6,12.3
