State_County,StateDesc,LocationName,Levels_Smokers,Levels_COPD,Low CL COPD,High CL COPD
"Kansas, Sheridan",Kansas,Sheridan,15.8,7.6,6.5,8.8
"Kansas, Bourbon",Kansas,Bourbon,18.9,9.0,7.7,10.4
"Louisiana, St. Helena",Louisiana,St. Helena,22.9,9.6,8.6,10.8
"Kansas, Reno",Kansas,Reno,18.1,7.6,6.5,8.8
"Kentucky, Scott",Kentucky,Scott,20.4,7.9,6.6,9.2
"Kansas, Greenwood",Kansas,Greenwood,18.2,9.0,7.9,10.4
"Kansas, Wyandotte",Kansas,Wyandotte,20.3,6.7,6.0,7.4
"Louisiana, St. Mary",Louisiana,St. Mary,23.6,9.5,8.6,10.4
"Kansas, Harvey",Kansas,Harvey,14.9,6.4,5.4,7.5
"Kansas, Ness",Kansas,Ness,16.5,8.5,7.1,9.9
"Kansas, Elk",Kansas,Elk,18.9,10.7,9.2,12.3
"Kentucky, Clay",Kentucky,Clay,33.7,16.3,14.3,18.4
"Kansas, Rawlins",Kansas,Rawlins,16.0,8.4,7.2,9.7
"Louisiana, St. John the Baptist",Louisiana,St. John the Baptist,20.5,7.6,6.8,8.4
"Kansas, Wabaunsee",Kansas,Wabaunsee,16.1,6.9,6.0,7.9
"Kansas, Barton",Kansas,Barton,17.8,7.9,6.8,9.0
"Kentucky, Whitley",Kentucky,Whitley,26.8,12.1,10.4,13.8
"Kansas, Marshall",Kansas,Marshall,17.5,8.2,7.0,9.5
"Kansas, Rooks",Kansas,Rooks,17.3,8.2,6.8,9.7
"Kansas, Grant",Kansas,Grant,16.2,5.9,5.2,6.6
"Kentucky, Knox",Kentucky,Knox,29.3,15.2,13.1,17.3
"Louisiana, Iberia",Louisiana,Iberia,24.3,9.5,8.4,10.5
"Kentucky, Nicholas",Kentucky,Nicholas,29.9,14.7,12.7,16.7
"Kentucky, Henry",Kentucky,Henry,25.1,11.6,10.1,13.2
"Kansas, Brown",Kansas,Brown,18.4,8.3,7.2,9.5
"Kentucky, Campbell",Kentucky,Campbell,20.3,8.3,6.8,9.9
"Louisiana, St. Martin",Louisiana,St. Martin,24.7,9.4,8.3,10.5
"Kentucky, Crittenden",Kentucky,Crittenden,24.8,12.8,11.1,14.6
"Louisiana, Avoyelles",Louisiana,Avoyelles,26.1,10.7,9.6,12.0
"Iowa, Worth",Iowa,Worth,17.3,6.8,5.9,7.9
"Kansas, Shawnee",Kansas,Shawnee,16.3,6.6,5.6,7.6
"Louisiana, Bossier",Louisiana,Bossier,21.4,7.4,6.4,8.3
"Kansas, Washington",Kansas,Washington,16.8,8.3,7.0,9.6
"Kansas, Meade",Kansas,Meade,16.9,7.2,6.0,8.4
"Kentucky, Livingston",Kentucky,Livingston,25.1,12.8,10.9,14.5
"Louisiana, Natchitoches",Louisiana,Natchitoches,22.0,9.4,8.5,10.3
"Louisiana, Concordia",Louisiana,Concordia,25.7,11.1,9.9,12.4
"Kansas, Anderson",Kansas,Anderson,19.5,9.2,7.9,10.6
"Kentucky, Garrard",Kentucky,Garrard,24.9,11.8,10.0,13.7
"Kansas, Osborne",Kansas,Osborne,16.7,8.3,6.9,9.7
"Kentucky, Oldham",Kentucky,Oldham,17.0,6.7,5.6,8.0
"Kentucky, Boyle",Kentucky,Boyle,21.7,10.1,8.7,11.6
"Kansas, Graham",Kansas,Graham,16.2,8.9,7.4,10.4
"Louisiana, Ascension",Louisiana,Ascension,19.4,6.4,5.5,7.2
"Kansas, Doniphan",Kansas,Doniphan,18.6,7.9,6.8,9.1
"Kansas, Ellsworth",Kansas,Ellsworth,17.0,7.1,6.0,8.2
"Kansas, Kiowa",Kansas,Kiowa,16.2,7.5,6.2,9.0
"Kentucky, Jessamine",Kentucky,Jessamine,21.9,9.4,7.9,11.0
"Kansas, Harper",Kansas,Harper,19.0,9.0,7.7,10.5
"Kentucky, Bath",Kentucky,Bath,27.1,12.8,10.9,14.7
"Kansas, Marion",Kansas,Marion,15.7,7.5,6.3,8.6
"Louisiana, Richland",Louisiana,Richland,26.6,11.4,10.2,12.7
"Kentucky, Gallatin",Kentucky,Gallatin,25.9,11.1,9.6,12.6
"Kansas, Ottawa",Kansas,Ottawa,17.1,7.5,6.5,8.8
"Louisiana, East Baton Rouge",Louisiana,East Baton Rouge,18.2,6.4,5.6,7.2
"Kentucky, Ohio",Kentucky,Ohio,25.1,11.9,10.4,13.7
"Kentucky, Mercer",Kentucky,Mercer,23.3,11.0,9.4,12.6
"Iowa, Wright",Iowa,Wright,17.1,7.4,6.4,8.7
"Kentucky, Johnson",Kentucky,Johnson,25.5,13.0,11.0,15.1
"Louisiana, Cameron",Louisiana,Cameron,22.7,9.4,8.2,10.7
"Kentucky, Warren",Kentucky,Warren,20.8,8.2,7.0,9.3
"Kentucky, Bell",Kentucky,Bell,32.3,17.4,15.3,19.6
"Kentucky, Cumberland",Kentucky,Cumberland,26.3,14.0,12.1,16.0
"Kentucky, Fulton",Kentucky,Fulton,29.0,14.3,12.6,16.1
"Minnesota, Dodge",Minnesota,Dodge,16.8,5.2,4.5,6.1
"Michigan, Gogebic",Michigan,Gogebic,20.2,11.6,9.9,13.2
"Michigan, Tuscola",Michigan,Tuscola,22.4,10.6,9.3,12.1
"Mississippi, DeSoto",Mississippi,DeSoto,17.3,6.2,5.5,7.1
"Maryland, Carroll",Maryland,Carroll,13.6,6.2,5.2,7.4
"Minnesota, Isanti",Minnesota,Isanti,18.7,6.0,5.1,7.0
"Minnesota, Wadena",Minnesota,Wadena,20.8,8.0,6.9,9.1
"Michigan, Monroe",Michigan,Monroe,19.7,9.0,7.7,10.3
"Michigan, Ingham",Michigan,Ingham,15.4,6.8,5.9,7.8
"Michigan, Oceana",Michigan,Oceana,21.0,10.1,8.7,11.7
"Maryland, Dorchester",Maryland,Dorchester,18.7,9.2,8.0,10.4
"Minnesota, Itasca",Minnesota,Itasca,19.1,7.2,6.1,8.4
"Massachusetts, Berkshire",Massachusetts,Berkshire,16.3,7.4,6.3,8.8
"Minnesota, Faribault",Minnesota,Faribault,17.9,7.2,6.2,8.3
"Mississippi, Leflore",Mississippi,Leflore,23.6,10.1,8.9,11.2
"Michigan, Emmet",Michigan,Emmet,16.3,8.7,7.2,10.2
"Minnesota, Le Sueur",Minnesota,Le Sueur,16.8,5.8,4.9,6.7
"Minnesota, Steele",Minnesota,Steele,17.2,6.0,5.1,7.0
"Minnesota, Watonwan",Minnesota,Watonwan,18.2,6.5,5.5,7.5
"Minnesota, Douglas",Minnesota,Douglas,16.9,6.3,5.3,7.3
"Mississippi, Claiborne",Mississippi,Claiborne,21.1,9.4,8.1,10.5
"Minnesota, Wilkin",Minnesota,Wilkin,16.8,6.1,5.2,7.1
"Mississippi, Tishomingo",Mississippi,Tishomingo,22.3,10.9,9.4,12.4
"Michigan, Osceola",Michigan,Osceola,22.6,11.4,9.9,13.1
"Minnesota, McLeod",Minnesota,McLeod,17.7,6.3,5.4,7.2
"Michigan, Ogemaw",Michigan,Ogemaw,22.8,12.8,11.1,14.7
"Michigan, Montmorency",Michigan,Montmorency,20.7,13.1,11.1,15.2
"Michigan, Wayne",Michigan,Wayne,21.6,9.2,8.2,10.2
"Mississippi, Lee",Mississippi,Lee,19.7,7.6,6.6,8.7
"Minnesota, Murray",Minnesota,Murray,16.9,7.0,5.9,8.2
"Mississippi, Harrison",Mississippi,Harrison,20.3,7.8,6.8,8.8
"Mississippi, Lowndes",Mississippi,Lowndes,18.8,8.0,7.1,9.0
"Minnesota, Norman",Minnesota,Norman,18.5,7.0,6.0,8.1
"Michigan, Menominee",Michigan,Menominee,20.3,10.8,9.3,12.3
"Maryland, Harford",Maryland,Harford,15.5,6.3,5.3,7.3
"Mississippi, Calhoun",Mississippi,Calhoun,21.6,10.3,9.2,11.5
"Minnesota, Kandiyohi",Minnesota,Kandiyohi,17.2,6.3,5.4,7.5
"Mississippi, Choctaw",Mississippi,Choctaw,20.4,9.8,8.5,11.1
"Mississippi, Newton",Mississippi,Newton,21.3,9.5,8.5,10.6
"Mississippi, Stone",Mississippi,Stone,21.6,9.3,8.1,10.6
"Minnesota, Renville",Minnesota,Renville,18.1,6.8,5.8,7.9
"Massachusetts, Hampden",Massachusetts,Hampden,17.4,6.6,5.8,7.5
"Michigan, Gladwin",Michigan,Gladwin,22.1,12.6,11.0,14.6
"Mississippi, Bolivar",Mississippi,Bolivar,21.6,9.8,8.5,11.1
"Michigan, Allegan",Michigan,Allegan,18.8,8.4,7.2,9.6
"Minnesota, Wright",Minnesota,Wright,15.7,4.9,4.1,5.6
"Michigan, Crawford",Michigan,Crawford,20.3,11.3,9.6,13.2
"Minnesota, Meeker",Minnesota,Meeker,17.6,6.5,5.6,7.6
"Mississippi, George",Mississippi,George,21.1,8.8,7.7,10.0
"Maryland, Talbot",Maryland,Talbot,12.8,7.6,6.2,9.1
"Minnesota, Yellow Medicine",Minnesota,Yellow Medicine,18.7,7.0,6.0,8.1
"Minnesota, Cottonwood",Minnesota,Cottonwood,17.6,7.3,6.2,8.4
"Maryland, Kent",Maryland,Kent,15.0,8.2,6.9,9.7
"Mississippi, Lafayette",Mississippi,Lafayette,15.6,5.9,5.1,6.7
"Minnesota, Nobles",Minnesota,Nobles,17.6,6.3,5.4,7.2
"Mississippi, Marshall",Mississippi,Marshall,20.3,9.0,8.0,9.9
"Minnesota, Nicollet",Minnesota,Nicollet,16.2,5.1,4.3,6.0
"Michigan, Marquette",Michigan,Marquette,17.9,8.2,7.0,9.5
"Michigan, Jackson",Michigan,Jackson,22.0,9.3,7.9,10.6
"Mississippi, Panola",Mississippi,Panola,22.1,9.5,8.5,10.7
"Mississippi, Marion",Mississippi,Marion,23.1,10.6,9.5,11.8
"Michigan, Muskegon",Michigan,Muskegon,22.4,9.3,8.1,10.4
"Mississippi, Madison",Mississippi,Madison,13.6,5.4,4.6,6.3
"Maryland, Washington",Maryland,Washington,17.8,8.4,7.2,9.6
"Mississippi, Copiah",Mississippi,Copiah,20.7,9.2,8.3,10.3
"Mississippi, Walthall",Mississippi,Walthall,23.0,10.5,9.5,11.6
"Michigan, Barry",Michigan,Barry,18.1,8.5,7.3,9.8
"Mississippi, Neshoba",Mississippi,Neshoba,24.8,10.6,9.4,11.8
"Maryland, Somerset",Maryland,Somerset,21.7,9.3,8.3,10.3
"Minnesota, Morrison",Minnesota,Morrison,18.3,7.0,6.0,8.1
"Mississippi, Sunflower",Mississippi,Sunflower,24.7,9.5,8.5,10.6
"Minnesota, Dakota",Minnesota,Dakota,14.1,4.3,3.6,5.1
"Minnesota, Lake of the Woods",Minnesota,Lake of the Woods,18.6,7.7,6.6,8.9
"Minnesota, Rice",Minnesota,Rice,16.3,5.3,4.5,6.1
"Maryland, Charles",Maryland,Charles,16.2,5.9,5.3,6.6
"Massachusetts, Bristol",Massachusetts,Bristol,17.3,7.3,6.1,8.5
"Michigan, Huron",Michigan,Huron,20.1,11.0,9.4,12.7
"Michigan, Charlevoix",Michigan,Charlevoix,17.4,9.3,7.7,10.8
"Minnesota, Brown",Minnesota,Brown,16.9,6.1,5.2,7.2
"Michigan, Hillsdale",Michigan,Hillsdale,22.0,10.7,9.3,12.2
"Michigan, Wexford",Michigan,Wexford,22.3,10.6,9.1,12.2
"Minnesota, Stearns",Minnesota,Stearns,16.6,5.6,4.8,6.5
"Michigan, Montcalm",Michigan,Montcalm,22.3,9.9,8.6,11.2
"Michigan, Delta",Michigan,Delta,19.6,10.4,8.9,12.1
"Michigan, Alcona",Michigan,Alcona,19.7,12.9,10.9,14.9
"Minnesota, Mille Lacs",Minnesota,Mille Lacs,21.0,7.3,6.4,8.4
"Maryland, Queen Anne's",Maryland,Queen Anne's,14.9,6.8,5.7,8.0
"Michigan, Kent",Michigan,Kent,17.3,6.7,5.7,7.8
"Michigan, Oakland",Michigan,Oakland,13.3,6.2,5.3,7.4
"Mississippi, Montgomery",Mississippi,Montgomery,21.3,10.7,9.4,12.1
"Michigan, Kalamazoo",Michigan,Kalamazoo,15.9,6.8,5.9,7.9
"Michigan, Clare",Michigan,Clare,23.8,12.9,11.1,14.9
"Maryland, Cecil",Maryland,Cecil,19.1,7.7,6.6,8.9
"Michigan, Missaukee",Michigan,Missaukee,21.6,10.8,9.4,12.2
"Maryland, St. Mary's",Maryland,St. Mary's,16.6,6.2,5.3,7.2
"Mississippi, Quitman",Mississippi,Quitman,25.6,12.2,10.9,13.5
"Minnesota, Pipestone",Minnesota,Pipestone,18.1,7.1,5.8,8.4
"Michigan, Clinton",Michigan,Clinton,17.2,7.5,6.4,8.8
"Michigan, Baraga",Michigan,Baraga,22.7,10.9,9.6,12.2
"Michigan, Alpena",Michigan,Alpena,20.4,10.7,9.2,12.2
"Minnesota, Chippewa",Minnesota,Chippewa,18.2,7.0,6.0,8.1
"Minnesota, Hubbard",Minnesota,Hubbard,17.5,7.4,6.2,8.7
"Mississippi, Franklin",Mississippi,Franklin,20.9,9.9,8.7,11.0
"Mississippi, Lawrence",Mississippi,Lawrence,21.2,9.5,8.3,10.7
"Maine, Waldo",Maine,Waldo,19.2,10.0,8.4,11.7
"Mississippi, Attala",Mississippi,Attala,22.0,10.4,9.3,11.7
"Michigan, Calhoun",Michigan,Calhoun,20.1,9.1,8.0,10.3
"Minnesota, Carlton",Minnesota,Carlton,19.8,6.5,5.7,7.4
"Mississippi, Jefferson",Mississippi,Jefferson,23.5,10.4,9.0,11.8
"Michigan, Arenac",Michigan,Arenac,22.2,12.1,10.5,13.8
"Mississippi, Monroe",Mississippi,Monroe,21.0,9.4,8.2,10.7
"Michigan, Macomb",Michigan,Macomb,19.3,8.5,7.3,9.8
"Michigan, Otsego",Michigan,Otsego,19.4,9.9,8.4,11.5
"Michigan, Shiawassee",Michigan,Shiawassee,19.3,9.1,7.9,10.5
"Michigan, Leelanau",Michigan,Leelanau,13.5,8.2,6.6,9.8
"Minnesota, Lincoln",Minnesota,Lincoln,17.7,7.3,6.1,8.7
"Mississippi, Union",Mississippi,Union,20.8,8.8,7.6,10.1
"Michigan, Branch",Michigan,Branch,22.3,10.2,8.9,11.7
"Mississippi, Pearl River",Mississippi,Pearl River,21.0,8.9,7.7,10.2
"Minnesota, Ramsey",Minnesota,Ramsey,15.1,5.0,4.2,5.9
"Michigan, Berrien",Michigan,Berrien,18.9,9.2,7.9,10.6
"Minnesota, Cook",Minnesota,Cook,14.7,6.7,5.5,7.9
"Maryland, Howard",Maryland,Howard,9.6,4.1,3.6,4.8
"Minnesota, Blue Earth",Minnesota,Blue Earth,16.1,5.0,4.3,5.8
"Minnesota, Sherburne",Minnesota,Sherburne,16.6,5.0,4.2,5.8
"Maryland, Calvert",Maryland,Calvert,15.5,6.2,5.3,7.2
"Mississippi, Benton",Mississippi,Benton,22.7,10.1,9.0,11.4
"Minnesota, Wabasha",Minnesota,Wabasha,17.2,6.5,5.5,7.6
"Mississippi, Lauderdale",Mississippi,Lauderdale,20.9,8.7,7.6,9.8
"Maine, Piscataquis",Maine,Piscataquis,21.6,12.5,10.7,14.4
"Maryland, Wicomico",Maryland,Wicomico,17.8,7.5,6.5,8.4
"Michigan, Lenawee",Michigan,Lenawee,19.4,8.8,7.6,10.0
"Maine, Penobscot",Maine,Penobscot,19.3,9.4,7.9,10.8
"Michigan, Manistee",Michigan,Manistee,19.4,10.4,8.8,12.0
"Michigan, Midland",Michigan,Midland,17.1,7.8,6.6,9.2
"Mississippi, Tunica",Mississippi,Tunica,20.9,8.0,7.1,9.0
"Mississippi, Forrest",Mississippi,Forrest,18.7,7.6,6.7,8.6
"Mississippi, Amite",Mississippi,Amite,21.2,11.1,9.8,12.4
"Minnesota, Mahnomen",Minnesota,Mahnomen,27.7,9.9,8.8,10.9
"Mississippi, Issaquena",Mississippi,Issaquena,27.5,11.5,10.3,12.6
"Minnesota, Carver",Minnesota,Carver,12.9,4.1,3.4,4.9
"Minnesota, Pope",Minnesota,Pope,16.6,6.7,5.7,7.8
"Michigan, Bay",Michigan,Bay,20.1,9.7,8.3,11.2
"Michigan, Oscoda",Michigan,Oscoda,22.5,12.9,11.1,15.0
"Minnesota, Cass",Minnesota,Cass,20.0,8.2,7.0,9.6
"Minnesota, Clay",Minnesota,Clay,15.6,4.9,4.2,5.7
"Minnesota, Winona",Minnesota,Winona,16.2,5.6,4.8,6.5
"Maryland, Prince George's",Maryland,Prince George's,13.3,4.8,4.2,5.5
"Mississippi, Tallahatchie",Mississippi,Tallahatchie,25.3,9.8,8.9,10.8
"Maine, Lincoln",Maine,Lincoln,17.2,9.7,7.9,11.5
"Mississippi, Humphreys",Mississippi,Humphreys,25.5,12.3,10.9,13.7
"Minnesota, Pine",Minnesota,Pine,21.7,7.7,6.7,8.8
"Minnesota, Chisago",Minnesota,Chisago,18.9,5.6,4.8,6.5
"Michigan, Van Buren",Michigan,Van Buren,21.1,9.5,8.2,11.0
"Michigan, Luce",Michigan,Luce,22.2,10.3,8.9,11.7
"Minnesota, Roseau",Minnesota,Roseau,18.5,6.4,5.4,7.3
"Maine, Kennebec",Maine,Kennebec,18.7,9.4,7.8,11.0
"Michigan, Keweenaw",Michigan,Keweenaw,15.7,10.4,8.6,12.3
"Massachusetts, Suffolk",Massachusetts,Suffolk,13.2,4.5,4.0,5.0
"Maryland, Frederick",Maryland,Frederick,12.2,5.5,4.6,6.5
"Maine, Washington",Maine,Washington,21.2,12.0,10.3,13.9
"Minnesota, Rock",Minnesota,Rock,17.3,6.4,5.4,7.4
"Minnesota, Otter Tail",Minnesota,Otter Tail,15.2,6.8,5.6,8.0
"Mississippi, Prentiss",Mississippi,Prentiss,23.5,10.9,9.5,12.4
"Mississippi, Holmes",Mississippi,Holmes,26.4,11.4,10.2,12.7
"Minnesota, Lac qui Parle",Minnesota,Lac qui Parle,16.8,7.3,6.2,8.6
"Mississippi, Clarke",Mississippi,Clarke,20.7,9.3,8.2,10.4
"Michigan, Antrim",Michigan,Antrim,18.5,10.1,8.4,11.8
"Minnesota, Redwood",Minnesota,Redwood,18.2,7.0,6.0,8.2
"Minnesota, Scott",Minnesota,Scott,14.0,4.3,3.5,5.0
"Michigan, Benzie",Michigan,Benzie,17.0,9.4,7.8,11.0
"Minnesota, Clearwater",Minnesota,Clearwater,21.7,8.1,6.9,9.4
"Minnesota, Beltrami",Minnesota,Beltrami,20.0,6.9,6.0,7.9
"Mississippi, Grenada",Mississippi,Grenada,20.4,9.0,7.9,10.1
"Minnesota, Waseca",Minnesota,Waseca,18.8,6.3,5.4,7.3
"Michigan, Lake",Michigan,Lake,23.4,14.6,12.7,16.6
"Minnesota, Polk",Minnesota,Polk,18.4,6.3,5.3,7.3
"Minnesota, Grant",Minnesota,Grant,18.3,7.4,6.3,8.5
"Maryland, Montgomery",Maryland,Montgomery,8.9,4.3,3.7,5.0
"Maryland, Baltimore City",Maryland,Baltimore City,20.8,7.2,6.3,8.1
"Maine, Oxford",Maine,Oxford,20.3,10.8,9.3,12.5
"Michigan, Chippewa",Michigan,Chippewa,23.0,9.9,8.7,11.1
"Minnesota, Todd",Minnesota,Todd,19.0,7.6,6.5,8.9
"Massachusetts, Barnstable",Massachusetts,Barnstable,12.7,7.1,5.8,8.7
"Minnesota, Red Lake",Minnesota,Red Lake,18.8,7.1,6.1,8.1
"Maryland, Worcester",Maryland,Worcester,15.3,8.1,6.8,9.5
"Minnesota, Freeborn",Minnesota,Freeborn,18.1,7.2,6.2,8.3
"Minnesota, Crow Wing",Minnesota,Crow Wing,19.2,7.0,5.9,8.2
"Mississippi, Smith",Mississippi,Smith,20.9,10.2,8.8,11.7
"Minnesota, Kittson",Minnesota,Kittson,16.7,7.0,5.9,8.3
"Maryland, Baltimore",Maryland,Baltimore,15.1,6.3,5.4,7.2
"Minnesota, Big Stone",Minnesota,Big Stone,18.4,7.8,6.6,8.9
"Maine, Sagadahoc",Maine,Sagadahoc,15.6,8.5,7.0,10.0
"Minnesota, Sibley",Minnesota,Sibley,18.1,6.3,5.4,7.2
"Michigan, Eaton",Michigan,Eaton,17.3,7.8,6.6,8.9
"Mississippi, Simpson",Mississippi,Simpson,20.8,9.3,8.2,10.3
"Michigan, Schoolcraft",Michigan,Schoolcraft,22.3,12.3,10.7,13.9
"Mississippi, Jasper",Mississippi,Jasper,21.2,9.7,8.7,10.8
"Massachusetts, Franklin",Massachusetts,Franklin,15.4,7.2,6.0,8.6
"Minnesota, Koochiching",Minnesota,Koochiching,18.4,8.1,7.0,9.4
"Michigan, Mecosta",Michigan,Mecosta,20.0,9.5,8.3,10.8
"Michigan, Ottawa",Michigan,Ottawa,15.4,6.6,5.6,7.7
"Mississippi, Covington",Mississippi,Covington,23.2,10.0,8.9,11.2
"Mississippi, Leake",Mississippi,Leake,23.6,10.0,9.0,11.1
"Michigan, Presque Isle",Michigan,Presque Isle,19.4,11.8,10.0,13.8
"Mississippi, Tippah",Mississippi,Tippah,22.1,9.9,8.7,11.2
"Michigan, Iron",Michigan,Iron,20.2,12.2,10.3,14.2
"Maryland, Caroline",Maryland,Caroline,19.7,8.8,7.7,10.1
"Michigan, Isabella",Michigan,Isabella,19.9,8.1,7.0,9.2
"Mississippi, Jackson",Mississippi,Jackson,18.7,7.4,6.5,8.4
"Michigan, Sanilac",Michigan,Sanilac,21.0,10.9,9.4,12.5
"Michigan, Washtenaw",Michigan,Washtenaw,13.1,5.5,4.6,6.3
"Massachusetts, Plymouth",Massachusetts,Plymouth,15.4,6.3,5.3,7.4
"Minnesota, Becker",Minnesota,Becker,18.2,7.0,6.0,8.1
"Minnesota, St. Louis",Minnesota,St. Louis,17.9,6.4,5.5,7.4
"Michigan, Cass",Michigan,Cass,20.6,9.6,8.2,11.1
"Maryland, Anne Arundel",Maryland,Anne Arundel,15.0,5.6,4.8,6.5
"Minnesota, Benton",Minnesota,Benton,18.8,5.7,4.8,6.6
"Mississippi, Clay",Mississippi,Clay,20.6,9.8,8.7,11.1
"Minnesota, Lake",Minnesota,Lake,16.3,6.8,5.6,8.0
"Minnesota, Kanabec",Minnesota,Kanabec,20.3,7.5,6.5,8.7
"Mississippi, Rankin",Mississippi,Rankin,17.5,6.6,5.7,7.6
"Massachusetts, Essex",Massachusetts,Essex,13.5,5.5,4.5,6.6
"Michigan, Saginaw",Michigan,Saginaw,20.1,9.1,8.0,10.3
"Minnesota, Jackson",Minnesota,Jackson,17.0,6.6,5.6,7.7
"Michigan, St. Clair",Michigan,St. Clair,20.4,9.6,8.2,11.1
"Massachusetts, Nantucket",Massachusetts,Nantucket,12.8,4.8,4.0,5.6
"Mississippi, Pontotoc",Mississippi,Pontotoc,20.9,8.9,7.7,10.3
"Michigan, Ionia",Michigan,Ionia,21.2,8.6,7.4,9.7
"Maine, Hancock",Maine,Hancock,16.6,9.1,7.6,10.7
"Minnesota, Pennington",Minnesota,Pennington,17.9,6.4,5.4,7.4
"Michigan, Alger",Michigan,Alger,20.7,10.7,9.2,12.2
"Mississippi, Lincoln",Mississippi,Lincoln,19.8,8.9,7.8,9.9
"Minnesota, Lyon",Minnesota,Lyon,18.4,6.2,5.2,7.1
"Michigan, Livingston",Michigan,Livingston,15.6,7.1,5.9,8.4
"Mississippi, Jefferson Davis",Mississippi,Jefferson Davis,20.9,10.6,9.5,11.8
"Mississippi, Adams",Mississippi,Adams,22.4,9.6,8.6,10.7
"Maine, York",Maine,York,16.0,8.2,6.9,9.6
"Mississippi, Alcorn",Mississippi,Alcorn,21.1,9.9,8.5,11.2
"Michigan, Roscommon",Michigan,Roscommon,20.1,12.8,11.0,14.9
"Massachusetts, Hampshire",Massachusetts,Hampshire,12.5,5.5,4.6,6.5
"Michigan, Cheboygan",Michigan,Cheboygan,20.1,11.4,9.7,13.1
"Mississippi, Sharkey",Mississippi,Sharkey,23.2,11.8,10.3,13.3
"Michigan, Kalkaska",Michigan,Kalkaska,23.3,11.3,9.8,12.9
"Mississippi, Jones",Mississippi,Jones,18.9,8.8,7.7,9.9
"Maryland, Allegany",Maryland,Allegany,18.5,8.9,7.8,10.2
"Michigan, Genesee",Michigan,Genesee,21.9,9.9,8.6,11.3
"Mississippi, Itawamba",Mississippi,Itawamba,20.5,9.0,7.9,10.3
"Mississippi, Chickasaw",Mississippi,Chickasaw,22.9,10.1,9.0,11.2
"Michigan, St. Joseph",Michigan,St. Joseph,21.0,9.8,8.5,11.1
"Mississippi, Tate",Mississippi,Tate,19.9,8.6,7.6,9.7
"Minnesota, Washington",Minnesota,Washington,12.8,4.2,3.5,5.1
"Minnesota, Fillmore",Minnesota,Fillmore,18.1,6.9,5.7,8.1
"Minnesota, Swift",Minnesota,Swift,19.2,7.3,6.3,8.6
"Mississippi, Pike",Mississippi,Pike,22.5,10.4,9.3,11.6
"Mississippi, Noxubee",Mississippi,Noxubee,23.1,10.4,9.2,11.6
"Michigan, Iosco",Michigan,Iosco,21.0,12.3,10.6,14.3
"Mississippi, Lamar",Mississippi,Lamar,18.2,7.0,6.0,8.2
"Minnesota, Hennepin",Minnesota,Hennepin,12.8,4.2,3.5,5.0
"Minnesota, Aitkin",Minnesota,Aitkin,17.5,8.8,7.4,10.3
"Mississippi, Coahoma",Mississippi,Coahoma,22.9,10.4,9.2,11.7
"Mississippi, Scott",Mississippi,Scott,24.0,10.0,9.1,11.1
"Michigan, Houghton",Michigan,Houghton,18.7,8.6,7.4,10.0
"Michigan, Mason",Michigan,Mason,18.9,10.2,8.6,11.7
"Massachusetts, Worcester",Massachusetts,Worcester,14.5,5.9,4.9,6.8
"Minnesota, Marshall",Minnesota,Marshall,17.4,6.7,5.6,7.8
"Michigan, Newaygo",Michigan,Newaygo,21.4,10.4,9.0,11.9
"Mississippi, Greene",Mississippi,Greene,22.2,8.3,7.4,9.3
"Minnesota, Martin",Minnesota,Martin,18.6,7.2,6.0,8.4
"Michigan, Grand Traverse",Michigan,Grand Traverse,16.9,7.9,6.5,9.2
"Minnesota, Anoka",Minnesota,Anoka,16.6,5.0,4.3,5.9
"Minnesota, Olmsted",Minnesota,Olmsted,13.4,4.6,3.8,5.5
"Mississippi, Oktibbeha",Mississippi,Oktibbeha,15.3,5.9,5.2,6.7
"Minnesota, Stevens",Minnesota,Stevens,15.5,5.1,4.3,5.9
"Minnesota, Goodhue",Minnesota,Goodhue,17.6,6.1,5.0,7.1
"Massachusetts, Middlesex",Massachusetts,Middlesex,11.5,4.5,3.7,5.3
"Minnesota, Traverse",Minnesota,Traverse,17.6,7.0,6.1,8.1
"Mississippi, Hinds",Mississippi,Hinds,17.9,7.1,6.2,8.1
"Mississippi, Perry",Mississippi,Perry,22.7,10.6,9.4,12.0
"Maine, Knox",Maine,Knox,16.3,9.2,7.6,10.9
"Michigan, Mackinac",Michigan,Mackinac,20.4,11.4,9.9,13.0
"Michigan, Ontonagon",Michigan,Ontonagon,19.7,12.9,11.1,14.9
"Michigan, Gratiot",Michigan,Gratiot,21.0,9.1,8.0,10.4
"Michigan, Dickinson",Michigan,Dickinson,18.0,9.4,8.0,10.9
"Maryland, Garrett",Maryland,Garrett,19.3,9.5,8.1,11.1
"Minnesota, Mower",Minnesota,Mower,18.2,6.6,5.6,7.6
"Michigan, Lapeer",Michigan,Lapeer,20.5,9.3,8.0,10.7
"Mississippi, Hancock",Mississippi,Hancock,19.3,9.0,7.8,10.4
"Mississippi, Carroll",Mississippi,Carroll,21.1,10.4,9.0,11.8
"Mississippi, Kemper",Mississippi,Kemper,22.0,10.7,9.6,11.8
"Minnesota, Houston",Minnesota,Houston,16.8,6.3,5.3,7.4
"Massachusetts, Dukes",Massachusetts,Dukes,13.8,6.7,5.5,8.1
"Maine, Somerset",Maine,Somerset,23.6,12.4,10.7,14.3
"Massachusetts, Norfolk",Massachusetts,Norfolk,11.9,5.0,4.0,5.9
"Missouri, Pemiscot",Missouri,Pemiscot,28.8,12.7,11.3,14.1
