State_County,StateDesc,LocationName,Levels_Smokers,Levels_COPD,Low CL COPD,High CL COPD
"Tennessee, Bedford",Tennessee,Bedford,24.3,10.0,8.9,11.4
"Texas, Harris",Texas,Harris,15.8,5.2,4.7,5.8
"Tennessee, Hamblen",Tennessee,Hamblen,23.5,11.2,9.7,12.8
"Texas, Atascosa",Texas,Atascosa,16.1,6.0,5.3,6.6
"Tennessee, Blount",Tennessee,Blount,21.5,9.9,8.4,11.6
"Tennessee, Madison",Tennessee,Madison,20.3,9.5,8.4,10.7
"Texas, Carson",Texas,Carson,16.0,7.3,6.3,8.5
"Tennessee, Rhea",Tennessee,Rhea,23.9,11.8,10.1,13.5
"Texas, Collin",Texas,Collin,12.7,4.4,3.7,5.0
"South Dakota, Minnehaha",South Dakota,Minnehaha,15.8,5.0,4.2,5.9
"Texas, Fisher",Texas,Fisher,16.4,8.1,7.1,9.1
"Texas, Gaines",Texas,Gaines,20.0,6.6,5.9,7.4
"Texas, Kleberg",Texas,Kleberg,14.3,5.1,4.4,5.8
"Texas, Houston",Texas,Houston,22.8,10.7,9.5,12.1
"Texas, Dallam",Texas,Dallam,17.9,6.2,5.5,6.9
"Texas, Gillespie",Texas,Gillespie,14.0,7.7,6.3,9.2
"Tennessee, Williamson",Tennessee,Williamson,13.3,5.7,4.6,6.8
"Texas, Comanche",Texas,Comanche,16.1,7.8,6.7,9.0
"Tennessee, Marshall",Tennessee,Marshall,23.4,10.3,9.0,11.6
"Texas, Hall",Texas,Hall,19.5,10.3,9.1,11.5
"Texas, Anderson",Texas,Anderson,21.9,7.9,7.1,8.7
"Tennessee, Hancock",Tennessee,Hancock,28.1,15.3,13.3,17.3
"Texas, Freestone",Texas,Freestone,20.2,9.1,8.1,10.2
"South Dakota, Hamlin",South Dakota,Hamlin,16.8,5.6,4.7,6.6
"Texas, Hale",Texas,Hale,16.8,5.9,5.2,6.6
"Tennessee, Decatur",Tennessee,Decatur,23.9,13.1,11.3,14.9
"Texas, Jim Hogg",Texas,Jim Hogg,17.0,6.9,6.0,8.0
"Texas, Bowie",Texas,Bowie,20.2,8.2,7.2,9.1
"South Dakota, Miner",South Dakota,Miner,16.8,6.7,5.6,7.8
"Tennessee, Humphreys",Tennessee,Humphreys,23.9,11.5,9.9,13.2
"Tennessee, Clay",Tennessee,Clay,26.0,15.3,13.1,17.6
"Tennessee, DeKalb",Tennessee,DeKalb,24.1,11.5,9.9,13.1
"Texas, Gray",Texas,Gray,20.1,8.2,7.2,9.2
"Texas, Cooke",Texas,Cooke,17.6,7.7,6.7,9.0
"Texas, Childress",Texas,Childress,18.7,6.6,5.8,7.4
"Texas, Andrews",Texas,Andrews,17.4,5.4,4.8,6.0
"Tennessee, Lincoln",Tennessee,Lincoln,22.9,11.3,9.8,12.8
"South Dakota, Meade",South Dakota,Meade,15.7,5.4,4.6,6.2
"Texas, Ellis",Texas,Ellis,16.6,5.9,5.2,6.7
"Tennessee, Polk",Tennessee,Polk,23.6,12.4,10.8,14.1
"Texas, Denton",Texas,Denton,13.6,4.5,3.9,5.2
"Texas, Crane",Texas,Crane,15.4,5.3,4.7,5.9
"Tennessee, Marion",Tennessee,Marion,25.0,11.9,10.3,13.6
"Texas, Fayette",Texas,Fayette,16.6,8.7,7.4,10.0
"Tennessee, Carroll",Tennessee,Carroll,22.9,11.6,10.1,13.2
"Tennessee, Morgan",Tennessee,Morgan,27.6,13.1,11.4,14.8
"Tennessee, Cannon",Tennessee,Cannon,23.6,11.1,9.6,12.5
"Texas, Cass",Texas,Cass,21.2,10.6,9.1,12.1
"Texas, Culberson",Texas,Culberson,18.9,9.0,7.9,10.1
"Texas, Franklin",Texas,Franklin,15.6,7.3,6.3,8.5
"Texas, Aransas",Texas,Aransas,19.0,10.0,8.6,11.6
"Tennessee, Hamilton",Tennessee,Hamilton,18.7,8.2,7.1,9.5
"Texas, Cottle",Texas,Cottle,21.0,11.2,9.7,12.8
"South Dakota, Pennington",South Dakota,Pennington,18.1,6.1,5.2,7.1
"Tennessee, Cocke",Tennessee,Cocke,26.4,14.0,12.2,15.8
"Texas, Coryell",Texas,Coryell,19.5,6.0,5.4,6.6
"Texas, Hunt",Texas,Hunt,19.4,7.9,7.0,9.1
"Texas, Armstrong",Texas,Armstrong,16.4,8.2,7.0,9.6
"South Dakota, Faulk",South Dakota,Faulk,15.6,6.8,5.6,8.0
"South Dakota, Lyman",South Dakota,Lyman,23.0,8.1,7.1,9.2
"Tennessee, Lake",Tennessee,Lake,30.5,12.7,11.4,14.0
"Texas, Brooks",Texas,Brooks,17.7,7.9,6.6,9.2
"South Dakota, McCook",South Dakota,McCook,16.8,6.2,5.2,7.3
"Texas, Hudspeth",Texas,Hudspeth,20.8,7.6,6.7,8.5
"Tennessee, Putnam",Tennessee,Putnam,21.6,9.6,8.2,11.0
"Texas, Cameron",Texas,Cameron,15.7,6.5,5.5,7.4
"Texas, Frio",Texas,Frio,18.2,5.7,5.0,6.3
"Texas, Kendall",Texas,Kendall,13.2,5.7,4.7,6.7
"Texas, Blanco",Texas,Blanco,15.5,7.8,6.6,9.0
"South Dakota, Codington",South Dakota,Codington,17.7,6.4,5.5,7.4
"Texas, Edwards",Texas,Edwards,16.5,8.9,7.7,10.2
"South Dakota, Grant",South Dakota,Grant,16.5,6.4,5.4,7.6
"Tennessee, Cheatham",Tennessee,Cheatham,21.9,9.3,7.9,10.9
"Texas, Taylor",Texas,Taylor,16.0,6.3,5.5,7.1
"Virginia, Roanoke",Virginia,Roanoke,14.7,7.4,6.1,8.6
"Virginia, Hampton",Virginia,Hampton,18.4,7.0,6.3,7.7
"Virginia, Accomack",Virginia,Accomack,20.1,10.7,9.4,12.1
"Virginia, Spotsylvania",Virginia,Spotsylvania,15.8,6.4,5.5,7.3
"Texas, Leon",Texas,Leon,20.3,10.6,9.3,12.1
"Texas, Panola",Texas,Panola,20.5,9.3,8.1,10.5
"Texas, Midland",Texas,Midland,14.6,4.6,4.0,5.1
"Texas, Red River",Texas,Red River,21.4,11.1,9.8,12.4
"Texas, Tarrant",Texas,Tarrant,15.1,5.6,4.8,6.3
"Texas, Wheeler",Texas,Wheeler,19.3,8.9,7.7,10.1
"Virginia, Isle of Wight",Virginia,Isle of Wight,17.8,8.1,6.9,9.2
"Virginia, Alexandria",Virginia,Alexandria,12.5,4.2,3.7,4.9
"Vermont, Windsor",Vermont,Windsor,15.0,7.7,6.3,9.2
"Utah, Davis",Utah,Davis,8.1,4.1,3.4,4.7
"Texas, Limestone",Texas,Limestone,20.7,9.2,8.1,10.2
"Virginia, Harrisonburg",Virginia,Harrisonburg,16.7,5.9,5.2,6.8
"Virginia, Nottoway",Virginia,Nottoway,21.9,9.9,8.9,11.0
"Texas, Zapata",Texas,Zapata,18.3,6.9,5.9,7.9
"Texas, Roberts",Texas,Roberts,16.8,7.9,6.7,9.2
"Virginia, Fredericksburg",Virginia,Fredericksburg,15.7,5.7,5.0,6.6
"Texas, Swisher",Texas,Swisher,19.5,8.2,7.3,9.2
"Vermont, Washington",Vermont,Washington,14.9,7.1,5.8,8.4
"Virginia, Frederick",Virginia,Frederick,16.2,7.1,6.0,8.3
"Texas, Milam",Texas,Milam,18.9,8.8,7.8,9.9
"Texas, Potter",Texas,Potter,20.3,7.4,6.7,8.2
"Utah, Uintah",Utah,Uintah,14.0,6.4,5.6,7.3
"Texas, Trinity",Texas,Trinity,21.3,11.1,9.7,12.6
"Virginia, Arlington",Virginia,Arlington,9.2,3.3,2.8,3.9
"Virginia, Northumberland",Virginia,Northumberland,15.0,10.1,8.5,11.8
"Virginia, Winchester",Virginia,Winchester,17.0,7.3,6.2,8.5
"Virginia, Goochland",Virginia,Goochland,14.5,7.2,6.0,8.5
"Texas, Parmer",Texas,Parmer,17.0,6.5,5.7,7.3
"Virginia, Rockbridge",Virginia,Rockbridge,18.3,10.1,8.5,11.9
"Virginia, Buchanan",Virginia,Buchanan,26.8,14.5,12.5,16.6
"Virginia, Alleghany",Virginia,Alleghany,20.7,11.2,9.6,12.8
"Utah, Salt Lake",Utah,Salt Lake,9.5,4.4,3.8,5.0
"Texas, Newton",Texas,Newton,23.9,11.1,9.9,12.5
"Virginia, Amelia",Virginia,Amelia,19.5,9.2,8.0,10.4
"Texas, Upton",Texas,Upton,17.1,6.4,5.7,7.0
"Texas, Washington",Texas,Washington,16.3,7.8,6.7,8.9
"Vermont, Orleans",Vermont,Orleans,19.5,9.2,7.8,10.8
"Virginia, Fluvanna",Virginia,Fluvanna,15.5,7.0,5.9,8.1
"Virginia, Henry",Virginia,Henry,21.1,11.5,10.1,12.9
"Virginia, Amherst",Virginia,Amherst,19.0,9.5,8.2,10.8
"Virginia, Salem",Virginia,Salem,16.7,7.6,6.5,8.9
"Texas, Wise",Texas,Wise,18.3,7.4,6.4,8.4
"Texas, Navarro",Texas,Navarro,19.8,8.3,7.4,9.3
"Texas, Shackelford",Texas,Shackelford,17.3,8.4,7.0,9.8
"Virginia, Appomattox",Virginia,Appomattox,19.1,9.2,7.9,10.6
"Virginia, Franklin",Virginia,Franklin,19.2,10.0,8.6,11.6
"Virginia, Lexington",Virginia,Lexington,15.0,6.2,5.3,7.1
"Virginia, Lancaster",Virginia,Lancaster,14.9,10.1,8.4,11.8
"Utah, Rich",Utah,Rich,10.7,6.2,5.4,7.2
"Texas, Polk",Texas,Polk,22.5,9.3,8.1,10.6
"Utah, Wayne",Utah,Wayne,10.8,7.0,5.9,8.2
"Virginia, Albemarle",Virginia,Albemarle,13.3,6.0,4.9,7.1
"Texas, Robertson",Texas,Robertson,18.5,8.1,7.2,9.0
"Utah, Piute",Utah,Piute,11.4,8.3,7.0,9.8
"Virginia, Williamsburg",Virginia,Williamsburg,12.7,5.7,4.9,6.5
"Virginia, Charlottesville",Virginia,Charlottesville,16.2,5.9,5.1,6.8
"Utah, Daggett",Utah,Daggett,10.3,6.6,5.7,7.6
"Texas, Real",Texas,Real,19.0,11.1,9.8,12.6
"Virginia, Roanoke City",Virginia,Roanoke City,22.0,9.0,8.0,10.2
"Texas, Wood",Texas,Wood,18.1,9.7,8.4,11.2
"Texas, Maverick",Texas,Maverick,17.6,6.3,5.3,7.3
"Texas, Runnels",Texas,Runnels,17.5,8.0,7.0,9.1
"Texas, Lynn",Texas,Lynn,18.8,8.1,7.2,9.0
"Texas, Uvalde",Texas,Uvalde,15.7,6.3,5.6,7.1
"Virginia, Emporia",Virginia,Emporia,23.4,11.9,10.7,13.2
"Texas, McMullen",Texas,McMullen,12.4,6.0,5.2,6.8
"Virginia, Southampton",Virginia,Southampton,19.2,9.2,8.1,10.3
"Virginia, Prince George",Virginia,Prince George,18.8,6.6,5.9,7.4
"Virginia, Newport News",Virginia,Newport News,18.2,6.7,6.0,7.4
"Virginia, Bedford",Virginia,Bedford,16.6,8.4,7.1,9.8
"Texas, Liberty",Texas,Liberty,21.8,7.9,7.0,8.8
"Virginia, Radford",Virginia,Radford,18.0,6.7,5.9,7.6
"Vermont, Franklin",Vermont,Franklin,17.3,7.6,6.4,8.8
"Texas, Schleicher",Texas,Schleicher,14.8,6.1,5.4,6.9
"Virginia, Highland",Virginia,Highland,17.0,11.1,9.1,13.2
"Virginia, Patrick",Virginia,Patrick,20.2,11.3,9.8,13.1
"Virginia, Loudoun",Virginia,Loudoun,10.3,3.9,3.3,4.5
"Virginia, Pittsylvania",Virginia,Pittsylvania,21.0,10.6,9.2,12.0
"Virginia, Greensville",Virginia,Greensville,23.6,8.8,7.9,9.7
"Texas, Willacy",Texas,Willacy,19.0,7.0,6.1,7.9
"Texas, Travis",Texas,Travis,12.6,4.0,3.5,4.6
"Virginia, Martinsville",Virginia,Martinsville,20.8,9.9,8.8,11.0
"Virginia, Rockingham",Virginia,Rockingham,17.2,8.3,6.9,9.8
"Virginia, Stafford",Virginia,Stafford,13.7,5.0,4.3,5.6
"Texas, Moore",Texas,Moore,17.4,5.9,5.2,6.6
"Texas, Starr",Texas,Starr,20.3,7.4,6.3,8.6
"Texas, Nolan",Texas,Nolan,17.8,7.7,6.8,8.6
"Vermont, Grand Isle",Vermont,Grand Isle,15.4,7.0,5.7,8.3
"Texas, Reagan",Texas,Reagan,15.6,5.0,4.4,5.5
"Virginia, Poquoson",Virginia,Poquoson,14.5,6.7,5.5,8.0
"Texas, Walker",Texas,Walker,18.6,6.7,6.0,7.5
"Texas, San Patricio",Texas,San Patricio,16.4,6.2,5.6,6.9
"Texas, Williamson",Texas,Williamson,12.1,4.5,3.9,5.2
"Texas, Throckmorton",Texas,Throckmorton,17.3,9.7,8.3,11.2
"Virginia, Smyth",Virginia,Smyth,22.3,11.2,9.7,13.0
"Texas, Somervell",Texas,Somervell,18.2,8.1,7.0,9.3
"Texas, Nacogdoches",Texas,Nacogdoches,18.5,7.6,6.7,8.6
"Texas, Terry",Texas,Terry,19.5,7.6,6.8,8.5
"Virginia, Staunton",Virginia,Staunton,16.9,8.0,6.7,9.4
"Texas, Oldham",Texas,Oldham,17.9,7.1,6.1,8.1
"Texas, Yoakum",Texas,Yoakum,17.4,6.0,5.3,6.7
"Virginia, Grayson",Virginia,Grayson,22.1,12.0,10.3,13.7
"Virginia, Warren",Virginia,Warren,19.0,8.1,6.9,9.4
"Utah, Carbon",Utah,Carbon,12.2,6.5,5.7,7.4
"Virginia, Richmond City",Virginia,Richmond City,17.8,7.1,6.3,8.0
"Texas, Lubbock",Texas,Lubbock,15.1,5.6,5.0,6.3
"Texas, Refugio",Texas,Refugio,16.1,7.4,6.7,8.2
"Texas, Pecos",Texas,Pecos,17.2,5.8,5.1,6.5
"Texas, Stonewall",Texas,Stonewall,18.0,9.8,8.5,11.2
"Texas, Tom Green",Texas,Tom Green,15.9,5.8,5.1,6.4
"Texas, Reeves",Texas,Reeves,17.1,5.0,4.4,5.6
"Virginia, Washington",Virginia,Washington,18.9,10.2,8.6,11.9
"Utah, Cache",Utah,Cache,9.1,4.3,3.7,5.0
"Virginia, Virginia Beach",Virginia,Virginia Beach,15.5,5.8,5.1,6.5
"Virginia, Petersburg",Virginia,Petersburg,21.4,9.2,8.0,10.3
"Virginia, Cumberland",Virginia,Cumberland,20.2,10.0,8.9,11.2
"Utah, Wasatch",Utah,Wasatch,8.2,4.3,3.6,5.1
"Virginia, Mecklenburg",Virginia,Mecklenburg,20.0,10.8,9.4,12.2
"Vermont, Orange",Vermont,Orange,16.1,8.0,6.7,9.4
"Virginia, Shenandoah",Virginia,Shenandoah,17.9,9.2,7.8,10.6
"Virginia, Culpeper",Virginia,Culpeper,17.1,7.3,6.2,8.3
"Texas, San Jacinto",Texas,San Jacinto,20.6,10.3,9.1,11.7
"Virginia, Richmond",Virginia,Richmond,20.6,9.5,8.4,10.7
"Virginia, Prince William",Virginia,Prince William,13.7,4.8,4.2,5.4
"Virginia, Brunswick",Virginia,Brunswick,21.8,10.0,9.0,11.2
"Utah, Emery",Utah,Emery,11.7,6.8,6.0,7.7
"Virginia, Tazewell",Virginia,Tazewell,21.8,11.3,9.5,13.0
"Virginia, Manassas Park",Virginia,Manassas Park,15.2,4.6,4.1,5.2
"Texas, Loving",Texas,Loving,20.2,6.9,6.2,8.0
"Virginia, Dinwiddie",Virginia,Dinwiddie,20.8,8.7,7.7,9.8
"Virginia, James City",Virginia,James City,12.0,6.5,5.3,7.8
"Texas, San Saba",Texas,San Saba,18.6,8.7,7.6,9.9
"Texas, Sutton",Texas,Sutton,14.9,6.1,5.4,6.9
"Vermont, Lamoille",Vermont,Lamoille,16.2,7.1,5.9,8.4
"Texas, Motley",Texas,Motley,16.0,8.9,7.6,10.3
"Virginia, Middlesex",Virginia,Middlesex,17.6,10.2,8.7,11.9
"Utah, Utah",Utah,Utah,6.3,3.6,3.1,4.2
"Virginia, Norfolk",Virginia,Norfolk,18.2,6.2,5.7,6.8
"Virginia, Galax",Virginia,Galax,23.0,11.8,10.2,13.4
"Utah, Tooele",Utah,Tooele,11.0,4.9,4.2,5.6
"Texas, Lipscomb",Texas,Lipscomb,17.2,7.4,6.4,8.5
"Texas, Victoria",Texas,Victoria,17.2,6.3,5.6,7.1
"Utah, Summit",Utah,Summit,7.4,4.1,3.3,5.0
"Virginia, Colonial Heights",Virginia,Colonial Heights,17.3,8.1,6.9,9.3
"Washington, Adams",Washington,Adams,16.5,6.4,5.7,7.1
"Virginia, Wythe",Virginia,Wythe,20.2,10.3,8.7,11.9
"Texas, Rockwall",Texas,Rockwall,13.7,5.0,4.2,5.8
"Virginia, Carroll",Virginia,Carroll,21.2,11.0,9.3,12.8
"Washington, Benton",Washington,Benton,14.4,5.7,4.9,6.6
"Washington, Ferry",Washington,Ferry,19.8,10.5,9.1,12.0
"Vermont, Essex",Vermont,Essex,20.7,10.6,8.9,12.3
"Texas, Morris",Texas,Morris,20.0,9.6,8.6,10.7
"Utah, Morgan",Utah,Morgan,8.8,4.5,3.8,5.2
"Texas, Wilbarger",Texas,Wilbarger,20.3,9.0,7.9,10.0
"Virginia, New Kent",Virginia,New Kent,17.3,7.2,6.2,8.2
"Texas, Shelby",Texas,Shelby,21.7,9.8,8.6,10.9
"Virginia, Russell",Virginia,Russell,23.9,12.3,10.5,14.0
"Texas, Palo Pinto",Texas,Palo Pinto,19.6,9.1,7.9,10.4
"Virginia, Prince Edward",Virginia,Prince Edward,18.1,7.5,6.7,8.5
"Utah, Sevier",Utah,Sevier,12.3,7.0,6.0,8.0
"Virginia, York",Virginia,York,13.5,5.7,4.7,6.6
"Virginia, Floyd",Virginia,Floyd,18.8,9.7,8.2,11.2
"Virginia, Caroline",Virginia,Caroline,19.1,7.8,6.9,8.7
"Virginia, Portsmouth",Virginia,Portsmouth,20.3,7.8,7.0,8.7
"Texas, McCulloch",Texas,McCulloch,17.8,8.5,7.5,9.6
"Texas, Ward",Texas,Ward,17.1,6.1,5.5,6.7
"Texas, Mason",Texas,Mason,14.8,8.1,6.8,9.5
"Texas, Waller",Texas,Waller,17.3,6.0,5.4,6.6
"Texas, Terrell",Texas,Terrell,13.9,7.8,6.8,8.8
"Virginia, Botetourt",Virginia,Botetourt,16.0,8.3,7.0,9.7
"Texas, Wichita",Texas,Wichita,18.3,7.0,6.2,7.9
"Virginia, Nelson",Virginia,Nelson,17.7,9.5,7.9,11.2
"Texas, Medina",Texas,Medina,15.2,5.8,5.1,6.5
"Virginia, Manassas",Virginia,Manassas,15.4,5.3,4.7,5.9
"Virginia, Scott",Virginia,Scott,21.0,11.8,10.1,13.7
"Virginia, Fairfax City",Virginia,Fairfax City,10.9,4.4,3.8,5.2
"Texas, Live Oak",Texas,Live Oak,19.1,7.9,7.1,8.8
"Virginia, Hanover",Virginia,Hanover,14.9,6.6,5.5,7.8
"Virginia, King and Queen",Virginia,King and Queen,18.5,9.1,7.9,10.4
"Virginia, Chesterfield",Virginia,Chesterfield,14.5,6.2,5.3,7.1
"Vermont, Addison",Vermont,Addison,13.7,6.3,5.2,7.4
"Utah, Box Elder",Utah,Box Elder,10.7,5.4,4.7,6.2
"Utah, Weber",Utah,Weber,10.5,4.9,4.3,5.5
"Texas, San Augustine",Texas,San Augustine,21.1,11.8,10.2,13.2
"Virginia, Lynchburg",Virginia,Lynchburg,17.0,6.9,6.0,7.8
"Texas, Van Zandt",Texas,Van Zandt,19.7,9.2,7.9,10.6
"Virginia, Giles",Virginia,Giles,19.6,9.5,8.1,11.0
"Virginia, Buckingham",Virginia,Buckingham,22.6,10.2,9.1,11.3
"Texas, Marion",Texas,Marion,21.1,11.4,10.1,12.7
"Utah, Iron",Utah,Iron,10.5,5.8,5.0,6.6
"Texas, Winkler",Texas,Winkler,17.7,6.1,5.5,6.7
"Virginia, Suffolk",Virginia,Suffolk,17.4,6.8,6.0,7.7
"Virginia, King George",Virginia,King George,15.9,6.1,5.2,7.2
"Utah, Juab",Utah,Juab,12.6,6.0,5.2,6.8
"Virginia, Waynesboro",Virginia,Waynesboro,19.4,8.8,7.5,10.0
"Virginia, King William",Virginia,King William,18.3,7.6,6.7,8.6
"Texas, Zavala",Texas,Zavala,18.9,7.6,6.4,8.6
"Texas, Sterling",Texas,Sterling,17.3,6.4,5.8,7.0
"Utah, Washington",Utah,Washington,8.6,6.0,5.1,6.9
"Virginia, Fauquier",Virginia,Fauquier,14.4,6.5,5.4,7.6
"Washington, Clallam",Washington,Clallam,14.7,8.3,7.0,9.7
"Virginia, Bristol",Virginia,Bristol,21.1,11.0,9.3,12.9
"Virginia, Campbell",Virginia,Campbell,19.2,9.1,7.8,10.3
"Texas, Wilson",Texas,Wilson,14.9,5.9,5.2,6.6
"Virginia, Greene",Virginia,Greene,18.1,8.2,6.9,9.7
"Texas, Stephens",Texas,Stephens,19.4,8.7,7.5,9.9
"Texas, Orange",Texas,Orange,21.0,8.3,7.3,9.4
"Virginia, Page",Virginia,Page,21.9,10.8,9.2,12.4
"Virginia, Montgomery",Virginia,Montgomery,15.9,6.1,5.3,7.1
"Texas, Rains",Texas,Rains,19.5,9.7,8.4,11.3
"Texas, Smith",Texas,Smith,16.9,7.2,6.2,8.1
"Virginia, Pulaski",Virginia,Pulaski,19.4,9.7,8.3,11.3
"Texas, Martin",Texas,Martin,16.9,5.8,5.2,6.6
"Texas, Nueces",Texas,Nueces,15.7,5.9,5.2,6.6
"Virginia, Powhatan",Virginia,Powhatan,16.4,7.4,6.2,8.8
"Texas, Titus",Texas,Titus,18.7,7.3,6.4,8.2
"Virginia, Mathews",Virginia,Mathews,15.5,9.5,8.0,11.1
"Virginia, Charles City",Virginia,Charles City,20.8,10.3,9.3,11.4
"Texas, McLennan",Texas,McLennan,17.7,6.8,6.0,7.6
"Virginia, Covington",Virginia,Covington,20.8,9.9,8.7,11.1
"Virginia, Fairfax",Virginia,Fairfax,10.6,4.3,3.7,4.9
"Virginia, Sussex",Virginia,Sussex,21.6,8.7,7.8,9.6
"Texas, Menard",Texas,Menard,15.6,9.1,7.9,10.4
"Virginia, Charlotte",Virginia,Charlotte,22.8,11.9,10.7,13.3
"Utah, Duchesne",Utah,Duchesne,13.8,6.4,5.6,7.3
"Texas, Upshur",Texas,Upshur,20.2,9.0,7.8,10.3
"Virginia, Gloucester",Virginia,Gloucester,17.1,8.0,6.8,9.2
"Virginia, Dickenson",Virginia,Dickenson,24.3,13.4,11.6,15.3
"Texas, Young",Texas,Young,18.5,8.6,7.4,9.9
"Utah, Millard",Utah,Millard,11.7,6.7,5.7,7.7
"Texas, Randall",Texas,Randall,14.6,5.5,4.7,6.4
"Vermont, Windham",Vermont,Windham,16.8,8.0,6.5,9.5
"Virginia, Louisa",Virginia,Louisa,19.0,9.4,8.1,10.9
"Virginia, Bland",Virginia,Bland,19.8,9.5,8.2,10.8
"Washington, Douglas",Washington,Douglas,15.6,6.5,5.6,7.5
"Washington, Asotin",Washington,Asotin,17.4,8.6,7.3,10.0
"Virginia, Norton",Virginia,Norton,21.6,10.4,8.9,12.0
"Virginia, Chesapeake",Virginia,Chesapeake,16.1,6.3,5.5,7.1
"Washington, Cowlitz",Washington,Cowlitz,19.1,7.9,6.9,9.0
"Virginia, Orange",Virginia,Orange,17.9,8.2,7.0,9.4
"Texas, Scurry",Texas,Scurry,18.5,7.1,6.3,7.9
"Utah, San Juan",Utah,San Juan,16.1,8.4,7.6,9.3
"Virginia, Northampton",Virginia,Northampton,18.1,10.3,8.9,11.7
"Texas, Tyler",Texas,Tyler,20.9,9.7,8.5,11.0
"Texas, Montague",Texas,Montague,19.7,9.7,8.3,11.1
"Virginia, Buena Vista",Virginia,Buena Vista,23.1,11.5,10.0,13.0
"Virginia, Bath",Virginia,Bath,20.5,11.9,10.4,13.4
"Virginia, Wise",Virginia,Wise,24.5,11.6,9.9,13.5
"Utah, Garfield",Utah,Garfield,10.9,7.0,6.0,8.1
"Vermont, Chittenden",Vermont,Chittenden,12.1,5.3,4.4,6.4
"Virginia, Madison",Virginia,Madison,18.8,9.5,8.1,11.0
"Virginia, Henrico",Virginia,Henrico,14.3,6.0,5.2,6.9
"Virginia, Danville",Virginia,Danville,21.6,10.7,9.4,12.0
"Texas, Sabine",Texas,Sabine,20.1,12.4,10.6,14.3
"Texas, Llano",Texas,Llano,16.0,10.4,8.6,12.6
"Virginia, Halifax",Virginia,Halifax,20.0,10.5,9.2,11.7
"Virginia, Lee",Virginia,Lee,24.3,13.0,11.3,14.9
"Washington, Clark",Washington,Clark,12.8,5.8,5.0,6.7
"Utah, Grand",Utah,Grand,10.9,5.9,5.0,6.8
"Texas, Mitchell",Texas,Mitchell,18.7,6.3,5.6,7.0
"Virginia, Falls Church",Virginia,Falls Church,8.8,3.7,3.2,4.4
"Texas, Wharton",Texas,Wharton,17.5,7.5,6.7,8.3
"Utah, Beaver",Utah,Beaver,11.3,6.0,5.2,6.9
"Texas, Webb",Texas,Webb,16.7,5.6,4.7,6.5
"Vermont, Bennington",Vermont,Bennington,16.0,8.1,6.6,9.6
"Virginia, Franklin City",Virginia,Franklin City,20.5,9.8,8.7,11.0
"Virginia, Craig",Virginia,Craig,17.2,8.7,7.4,10.1
"Texas, Matagorda",Texas,Matagorda,17.6,7.4,6.6,8.2
"Texas, Ochiltree",Texas,Ochiltree,18.6,6.8,6.0,7.5
"Texas, Madison",Texas,Madison,19.4,6.8,6.0,7.6
"Texas, Parker",Texas,Parker,17.4,6.9,5.9,7.9
"Vermont, Caledonia",Vermont,Caledonia,17.4,8.3,6.9,9.7
"Virginia, Lunenburg",Virginia,Lunenburg,22.3,10.8,9.6,12.0
"Washington, Chelan",Washington,Chelan,14.9,6.3,5.3,7.4
"Virginia, Westmoreland",Virginia,Westmoreland,18.4,9.6,8.4,10.8
"Texas, Rusk",Texas,Rusk,20.0,7.9,7.0,8.9
"Utah, Sanpete",Utah,Sanpete,12.4,6.0,5.2,6.9
"Texas, Val Verde",Texas,Val Verde,16.4,6.1,5.2,7.0
"Texas, Montgomery",Texas,Montgomery,15.0,5.9,5.0,6.8
"Virginia, Clarke",Virginia,Clarke,15.8,7.9,6.6,9.4
"Virginia, Hopewell",Virginia,Hopewell,23.4,9.9,8.9,10.9
"Virginia, Augusta",Virginia,Augusta,18.8,8.7,7.4,10.0
"Virginia, Rappahannock",Virginia,Rappahannock,15.0,8.5,6.9,10.1
"Texas, Sherman",Texas,Sherman,16.7,6.6,5.8,7.4
"Texas, Presidio",Texas,Presidio,18.8,10.2,8.5,11.7
"Texas, Mills",Texas,Mills,17.5,9.7,8.2,11.2
"Vermont, Rutland",Vermont,Rutland,17.2,7.9,6.5,9.3
"Utah, Kane",Utah,Kane,10.2,6.7,5.6,8.0
"Virginia, Surry",Virginia,Surry,19.2,9.8,8.7,11.1
"Virginia, Essex",Virginia,Essex,20.8,10.6,9.3,11.8
"Washington, Columbia",Washington,Columbia,16.1,8.1,7.0,9.5
"Wisconsin, Sheboygan",Wisconsin,Sheboygan,15.3,5.9,5.0,6.9
"Wyoming, Washakie",Wyoming,Washakie,16.6,7.8,6.6,9.0
"Wisconsin, Green",Wisconsin,Green,16.4,6.4,5.4,7.3
"West Virginia, Barbour",West Virginia,Barbour,23.6,12.1,10.5,13.8
"West Virginia, Jackson",West Virginia,Jackson,22.9,11.5,9.9,13.1
"West Virginia, Grant",West Virginia,Grant,23.7,12.9,11.1,15.0
"West Virginia, Pleasants",West Virginia,Pleasants,24.4,10.8,9.5,12.2
"Wisconsin, Douglas",Wisconsin,Douglas,17.4,6.7,5.7,7.7
"West Virginia, Hancock",West Virginia,Hancock,23.1,11.5,9.8,13.2
"West Virginia, Upshur",West Virginia,Upshur,23.8,12.0,10.4,13.7
"Wisconsin, Taylor",Wisconsin,Taylor,18.9,7.7,6.4,9.0
"Wisconsin, Milwaukee",Wisconsin,Milwaukee,18.2,5.7,5.0,6.5
"Washington, Mason",Washington,Mason,17.6,8.1,6.9,9.4
