State_County,State,County,Levels_Smokers,Levels_COPD
"Pennsylvania, Forest",Pennsylvania,Forest,24.9,9.6
"Ohio, Montgomery",Ohio,Montgomery,20.8,9.6
"Pennsylvania, Fulton",Pennsylvania,Fulton,22.5,9.4
"South Carolina, Union",South Carolina,Union,22.8,10.8
"Ohio, Union",Ohio,Union,19.4,7.3
"Oklahoma, Washita",Oklahoma,Washita,18.4,8.9
"Ohio, Marion",Ohio,Marion,26.9,11.1
"Oklahoma, Logan",Oklahoma,Logan,17.7,8.0
"Pennsylvania, Mercer",Pennsylvania,Mercer,20.2,8.9
"Oklahoma, Woods",Oklahoma,Woods,16.6,7.3
"Oregon, Harney",Oregon,Harney,17.4,8.3
"South Dakota, Butte",South Dakota,Butte,19.8,7.6
"Oregon, Umatilla",Oregon,Umatilla,17.7,6.9
"Oklahoma, McClain",Oklahoma,McClain,18.4,7.7
"Oklahoma, Rogers",Oklahoma,Rogers,18.8,8.2
"Oregon, Wasco",Oregon,Wasco,16.8,7.1
"Pennsylvania, Pike",Pennsylvania,Pike,17.2,7.5
"Ohio, Muskingum",Ohio,Muskingum,24.9,11.0
"Pennsylvania, Centre",Pennsylvania,Centre,17.1,6.0
"Texas, Jones",Texas,Jones,20.2,7.3
"Texas, Kent",Texas,Kent,15.0,7.9
"Tennessee, Chester",Tennessee,Chester,22.2,10.2
"Texas, Hansford",Texas,Hansford,19.3,8.1
"Texas, Concho",Texas,Concho,18.5,9.1
"Texas, El Paso",Texas,El Paso,13.4,4.9
"Tennessee, Jefferson",Tennessee,Jefferson,22.1,11.1
"Texas, Lampasas",Texas,Lampasas,17.2,7.6
"Texas, Angelina",Texas,Angelina,19.3,8.5
"Texas, Dallas",Texas,Dallas,15.5,5.5
"Texas, Archer",Texas,Archer,17.9,8.2
"South Dakota, Dewey",South Dakota,Dewey,32.0,9.5
"South Dakota, Fall River",South Dakota,Fall River,17.3,8.2
"South Dakota, Potter",South Dakota,Potter,15.3,6.8
"Tennessee, Knox",Tennessee,Knox,17.9,7.9
"Tennessee, Campbell",Tennessee,Campbell,27.2,13.8
"Tennessee, Shelby",Tennessee,Shelby,19.6,8.3
"Texas, Brown",Texas,Brown,17.4,7.8
"Texas, Eastland",Texas,Eastland,19.3,9.5
"Tennessee, Warren",Tennessee,Warren,25.5,11.9
"South Dakota, Hyde",South Dakota,Hyde,15.5,6.4
"Tennessee, Jackson",Tennessee,Jackson,26.5,13.8
"Tennessee, Moore",Tennessee,Moore,21.3,10.7
"Texas, Hartley",Texas,Hartley,17.0,5.8
"Tennessee, Anderson",Tennessee,Anderson,22.0,10.5
"Tennessee, Loudon",Tennessee,Loudon,19.3,10.3
"Texas, Gonzales",Texas,Gonzales,17.9,7.3
"Texas, Foard",Texas,Foard,17.7,9.7
"Tennessee, Carter",Tennessee,Carter,25.6,13.1
"Tennessee, Van Buren",Tennessee,Van Buren,27.0,14.4
"Texas, Haskell",Texas,Haskell,21.9,10.3
"Texas, Dawson",Texas,Dawson,20.0,7.6
"Texas, Hopkins",Texas,Hopkins,19.0,8.3
"Tennessee, Perry",Tennessee,Perry,26.9,14.1
"Texas, Kinney",Texas,Kinney,17.4,8.0
"Texas, Burnet",Texas,Burnet,15.8,7.6
"South Dakota, Lawrence",South Dakota,Lawrence,15.7,6.1
"South Dakota, Charles Mix",South Dakota,Charles Mix,21.9,8.4
"Texas, Clay",Texas,Clay,18.1,8.6
"South Dakota, Marshall",South Dakota,Marshall,15.9,6.0
"Tennessee, Lawrence",Tennessee,Lawrence,25.1,11.9
"Tennessee, Johnson",Tennessee,Johnson,27.7,14.3
"South Dakota, Jackson",South Dakota,Jackson,29.1,10.7
"Texas, Hays",Texas,Hays,12.8,4.7
"Tennessee, Cumberland",Tennessee,Cumberland,21.6,13.0
"South Dakota, Ziebach",South Dakota,Ziebach,32.8,10.4
"Texas, Caldwell",Texas,Caldwell,17.6,6.7
"South Dakota, Edmunds",South Dakota,Edmunds,16.1,6.3
"South Dakota, Roberts",South Dakota,Roberts,22.7,8.8
"South Dakota, Perkins",South Dakota,Perkins,16.4,7.4
"Tennessee, Sevier",Tennessee,Sevier,23.7,10.9
"Tennessee, Hickman",Tennessee,Hickman,25.6,11.9
"Texas, La Salle",Texas,La Salle,15.9,4.9
"Tennessee, Haywood",Tennessee,Haywood,25.5,11.7
"Texas, Delta",Texas,Delta,18.8,8.9
"Texas, Comal",Texas,Comal,14.0,5.8
"Texas, Henderson",Texas,Henderson,20.5,9.9
"South Dakota, Hutchinson",South Dakota,Hutchinson,16.2,6.8
"Tennessee, Coffee",Tennessee,Coffee,22.9,10.4
"Tennessee, Henderson",Tennessee,Henderson,26.3,11.9
"South Dakota, Hughes",South Dakota,Hughes,16.6,5.8
"Texas, Bell",Texas,Bell,16.9,5.5
"Tennessee, Wayne",Tennessee,Wayne,25.8,12.1
"Tennessee, Bradley",Tennessee,Bradley,21.2,9.9
"Texas, Hidalgo",Texas,Hidalgo,15.4,5.9
"Texas, Deaf Smith",Texas,Deaf Smith,16.8,5.9
"Texas, Burleson",Texas,Burleson,18.3,8.1
"Texas, Kenedy",Texas,Kenedy,23.5,10.1
"Tennessee, Fentress",Tennessee,Fentress,25.4,13.9
"Texas, Knox",Texas,Knox,18.4,8.6
"Tennessee, Macon",Tennessee,Macon,25.6,11.8
"Texas, Grimes",Texas,Grimes,20.8,8.6
"Texas, Briscoe",Texas,Briscoe,18.5,9.5
"Texas, Lamb",Texas,Lamb,18.4,7.9
"South Dakota, Harding",South Dakota,Harding,16.6,5.9
"Texas, Crockett",Texas,Crockett,14.9,6.0
"Tennessee, Roane",Tennessee,Roane,22.2,11.1
"South Dakota, Todd",South Dakota,Todd,38.4,11.6
"Texas, DeWitt",Texas,DeWitt,18.6,8.1
"Tennessee, Washington",Tennessee,Washington,19.8,9.4
"Texas, Bee",Texas,Bee,18.5,6.0
"Tennessee, Lauderdale",Tennessee,Lauderdale,28.3,12.4
"South Dakota, Sully",South Dakota,Sully,15.6,6.8
"Texas, Borden",Texas,Borden,11.9,6.1
"Tennessee, Bledsoe",Tennessee,Bledsoe,26.9,12.6
"Texas, Hemphill",Texas,Hemphill,16.1,6.4
"South Dakota, Gregory",South Dakota,Gregory,18.6,8.2
"Tennessee, Robertson",Tennessee,Robertson,21.5,9.2
"Tennessee, Gibson",Tennessee,Gibson,23.4,10.9
"Texas, Brewster",Texas,Brewster,13.3,6.2
"Tennessee, Tipton",Tennessee,Tipton,22.4,9.4
"Texas, Hockley",Texas,Hockley,17.4,6.7
"Tennessee, Greene",Tennessee,Greene,22.8,12.2
"Tennessee, Hawkins",Tennessee,Hawkins,24.7,12.6
"Tennessee, Houston",Tennessee,Houston,25.5,12.8
"South Dakota, Clark",South Dakota,Clark,17.6,7.2
"Texas, Kimble",Texas,Kimble,17.5,10.0
"South Dakota, Moody",South Dakota,Moody,17.9,6.6
"Texas, Chambers",Texas,Chambers,17.1,5.9
"Texas, Austin",Texas,Austin,16.0,7.2
"Texas, Duval",Texas,Duval,16.3,6.6
"Tennessee, McMinn",Tennessee,McMinn,25.4,11.8
"South Dakota, Yankton",South Dakota,Yankton,16.9,6.1
"South Dakota, Jones",South Dakota,Jones,16.0,6.5
"Tennessee, Rutherford",Tennessee,Rutherford,19.3,6.6
"Texas, Dickens",Texas,Dickens,18.4,8.6
"Tennessee, Scott",Tennessee,Scott,28.4,13.1
"South Dakota, Deuel",South Dakota,Deuel,17.8,6.3
"Tennessee, Lewis",Tennessee,Lewis,24.4,12.8
"Texas, Hood",Texas,Hood,16.2,8.1
"Texas, Camp",Texas,Camp,17.7,7.8
"Texas, Erath",Texas,Erath,16.3,6.4
"Tennessee, Sequatchie",Tennessee,Sequatchie,24.0,12.2
"Tennessee, Union",Tennessee,Union,27.0,13.2
"Texas, King",Texas,King,20.1,9.4
"Tennessee, Hardin",Tennessee,Hardin,24.9,13.0
"South Dakota, Turner",South Dakota,Turner,16.5,6.5
"Texas, Jackson",Texas,Jackson,17.1,7.0
"Texas, Fort Bend",Texas,Fort Bend,12.0,4.3
"Texas, Garza",Texas,Garza,19.6,6.2
"Texas, Howard",Texas,Howard,18.9,6.5
"Texas, Harrison",Texas,Harrison,20.1,8.4
"South Dakota, Hanson",South Dakota,Hanson,17.4,5.8
"Tennessee, McNairy",Tennessee,McNairy,26.3,13.1
"South Dakota, Douglas",South Dakota,Douglas,16.2,6.9
"South Dakota, Lincoln",South Dakota,Lincoln,15.5,4.3
"Texas, Cochran",Texas,Cochran,20.3,8.5
"Texas, Donley",Texas,Donley,17.5,8.9
"Texas, Colorado",Texas,Colorado,16.9,7.7
"Texas, Hill",Texas,Hill,18.2,8.4
"Tennessee, Trousdale",Tennessee,Trousdale,24.1,8.3
"Texas, Castro",Texas,Castro,15.6,6.2
"Texas, Kerr",Texas,Kerr,15.0,7.9
"Tennessee, Davidson",Tennessee,Davidson,17.3,6.7
"Texas, Karnes",Texas,Karnes,17.5,5.9
"South Dakota, Walworth",South Dakota,Walworth,17.2,6.7
"Texas, Bosque",Texas,Bosque,18.0,9.2
"South Dakota, Haakon",South Dakota,Haakon,18.6,8.3
"South Dakota, Stanley",South Dakota,Stanley,14.5,5.3
"Texas, Brazos",Texas,Brazos,15.3,4.9
"Tennessee, Franklin",Tennessee,Franklin,21.3,10.1
"Tennessee, Smith",Tennessee,Smith,24.6,11.4
"Texas, Bexar",Texas,Bexar,14.4,4.9
"South Dakota, Union",South Dakota,Union,15.2,5.5
"Texas, Hardin",Texas,Hardin,20.1,8.3
"Texas, Crosby",Texas,Crosby,18.3,8.1
"Tennessee, Fayette",Tennessee,Fayette,20.3,10.0
"Tennessee, Sullivan",Tennessee,Sullivan,21.7,11.4
"Texas, Lamar",Texas,Lamar,21.0,9.4
"Texas, Ector",Texas,Ector,16.5,5.0
"Tennessee, Sumner",Tennessee,Sumner,19.3,8.3
"South Dakota, Tripp",South Dakota,Tripp,19.3,8.1
"Texas, Hardeman",Texas,Hardeman,19.3,9.1
"Texas, Collingsworth",Texas,Collingsworth,19.1,8.4
"Tennessee, Dickson",Tennessee,Dickson,23.1,10.3
"Texas, Irion",Texas,Irion,16.4,7.3
"South Dakota, Davison",South Dakota,Davison,16.8,6.2
"Texas, Jasper",Texas,Jasper,22.1,10.1
"Tennessee, Claiborne",Tennessee,Claiborne,25.7,12.5
"Texas, Brazoria",Texas,Brazoria,15.9,5.0
"Tennessee, Giles",Tennessee,Giles,22.2,11.1
"Tennessee, Weakley",Tennessee,Weakley,22.0,10.9
"Texas, Coke",Texas,Coke,17.3,9.0
"South Dakota, Oglala Lakota",South Dakota,Oglala Lakota,38.8,11.3
"Texas, Galveston",Texas,Galveston,17.1,6.1
"Tennessee, Monroe",Tennessee,Monroe,25.5,12.8
"Texas, Kaufman",Texas,Kaufman,18.0,6.3
"Tennessee, Stewart",Tennessee,Stewart,22.1,10.8
"Texas, Fannin",Texas,Fannin,19.7,8.3
"Texas, Grayson",Texas,Grayson,18.4,7.8
"Tennessee, Pickett",Tennessee,Pickett,25.2,14.9
"Texas, Jim Wells",Texas,Jim Wells,16.4,6.2
"Texas, Callahan",Texas,Callahan,18.3,8.6
"Tennessee, Maury",Tennessee,Maury,20.8,8.7
"Texas, Jack",Texas,Jack,21.7,8.6
"South Dakota, Jerauld",South Dakota,Jerauld,15.3,6.4
"South Dakota, Lake",South Dakota,Lake,15.7,6.3
"Texas, Falls",Texas,Falls,21.6,9.2
"Texas, Bastrop",Texas,Bastrop,16.8,6.6
"Texas, Lavaca",Texas,Lavaca,17.7,8.3
"Texas, Goliad",Texas,Goliad,15.6,7.6
"South Dakota, Spink",South Dakota,Spink,16.8,6.5
"Tennessee, Unicoi",Tennessee,Unicoi,23.7,12.5
"South Dakota, Hand",South Dakota,Hand,14.9,6.4
"Tennessee, Overton",Tennessee,Overton,25.3,13.0
"Texas, Dimmit",Texas,Dimmit,18.7,8.0
"Tennessee, Wilson",Tennessee,Wilson,18.4,7.7
"Texas, Jefferson",Texas,Jefferson,18.8,7.2
"Tennessee, Grundy",Tennessee,Grundy,26.0,14.0
"South Dakota, Sanborn",South Dakota,Sanborn,17.3,6.2
"Texas, Glasscock",Texas,Glasscock,18.0,7.1
"Tennessee, Grainger",Tennessee,Grainger,25.5,12.8
"Texas, Bandera",Texas,Bandera,16.2,8.7
"Texas, Lee",Texas,Lee,18.4,7.9
"Tennessee, Obion",Tennessee,Obion,25.2,12.5
"Texas, Johnson",Texas,Johnson,18.6,7.0
"South Dakota, Day",South Dakota,Day,19.1,8.0
"Texas, Guadalupe",Texas,Guadalupe,14.6,5.2
"Tennessee, Henry",Tennessee,Henry,25.0,12.8
"Tennessee, Hardeman",Tennessee,Hardeman,26.7,12.2
"Texas, Cherokee",Texas,Cherokee,20.0,8.7
"Tennessee, Meigs",Tennessee,Meigs,24.8,12.2
"Texas, Hutchinson",Texas,Hutchinson,19.0,7.8
"Texas, Calhoun",Texas,Calhoun,17.2,7.0
"Tennessee, Crockett",Tennessee,Crockett,23.9,11.5
"South Dakota, McPherson",South Dakota,McPherson,17.3,8.4
"Texas, Hamilton",Texas,Hamilton,18.9,9.8
"Tennessee, White",Tennessee,White,25.2,12.7
"Texas, Baylor",Texas,Baylor,17.0,8.4
"Texas, Bailey",Texas,Bailey,15.2,5.5
"Texas, Floyd",Texas,Floyd,16.2,6.9
"Tennessee, Benton",Tennessee,Benton,25.8,13.9
"South Dakota, Kingsbury",South Dakota,Kingsbury,16.0,6.5
"South Dakota, Clay",South Dakota,Clay,14.6,4.3
"South Dakota, Mellette",South Dakota,Mellette,31.5,12.1
"South Dakota, Custer",South Dakota,Custer,16.1,7.6
"Tennessee, Montgomery",Tennessee,Montgomery,19.8,6.7
"Texas, Jeff Davis",Texas,Jeff Davis,14.7,8.4
"Tennessee, Dyer",Tennessee,Dyer,23.5,11.1
"South Dakota, Corson",South Dakota,Corson,32.8,11.0
"Texas, Coleman",Texas,Coleman,17.9,9.2
"Texas, Gregg",Texas,Gregg,19.1,8.0
"Tennessee, Bedford",Tennessee,Bedford,24.3,10.0
"Texas, Harris",Texas,Harris,15.8,5.2
"Tennessee, Hamblen",Tennessee,Hamblen,23.5,11.2
"Texas, Atascosa",Texas,Atascosa,16.1,6.0
"Tennessee, Blount",Tennessee,Blount,21.5,9.9
"Tennessee, Madison",Tennessee,Madison,20.3,9.5
"Texas, Carson",Texas,Carson,16.0,7.3
"Tennessee, Rhea",Tennessee,Rhea,23.9,11.8
"Texas, Collin",Texas,Collin,12.7,4.4
"South Dakota, Minnehaha",South Dakota,Minnehaha,15.8,5.0
"Texas, Fisher",Texas,Fisher,16.4,8.1
"Texas, Gaines",Texas,Gaines,20.0,6.6
"Texas, Kleberg",Texas,Kleberg,14.3,5.1
"Texas, Houston",Texas,Houston,22.8,10.7
"Texas, Dallam",Texas,Dallam,17.9,6.2
"Texas, Gillespie",Texas,Gillespie,14.0,7.7
"Tennessee, Williamson",Tennessee,Williamson,13.3,5.7
"Texas, Comanche",Texas,Comanche,16.1,7.8
"Tennessee, Marshall",Tennessee,Marshall,23.4,10.3
"Texas, Hall",Texas,Hall,19.5,10.3
"Texas, Anderson",Texas,Anderson,21.9,7.9
"Tennessee, Hancock",Tennessee,Hancock,28.1,15.3
"Texas, Freestone",Texas,Freestone,20.2,9.1
"South Dakota, Hamlin",South Dakota,Hamlin,16.8,5.6
"Texas, Hale",Texas,Hale,16.8,5.9
"Tennessee, Decatur",Tennessee,Decatur,23.9,13.1
"Texas, Jim Hogg",Texas,Jim Hogg,17.0,6.9
"Texas, Bowie",Texas,Bowie,20.2,8.2
"South Dakota, Miner",South Dakota,Miner,16.8,6.7
"Tennessee, Humphreys",Tennessee,Humphreys,23.9,11.5
"Tennessee, Clay",Tennessee,Clay,26.0,15.3
"Tennessee, DeKalb",Tennessee,DeKalb,24.1,11.5
"Texas, Gray",Texas,Gray,20.1,8.2
"Texas, Cooke",Texas,Cooke,17.6,7.7
"Texas, Childress",Texas,Childress,18.7,6.6
"Texas, Andrews",Texas,Andrews,17.4,5.4
"Tennessee, Lincoln",Tennessee,Lincoln,22.9,11.3
"South Dakota, Meade",South Dakota,Meade,15.7,5.4
"Texas, Ellis",Texas,Ellis,16.6,5.9
"Tennessee, Polk",Tennessee,Polk,23.6,12.4
"Texas, Denton",Texas,Denton,13.6,4.5
"Texas, Crane",Texas,Crane,15.4,5.3
"Tennessee, Marion",Tennessee,Marion,25.0,11.9
"Texas, Fayette",Texas,Fayette,16.6,8.7
"Tennessee, Carroll",Tennessee,Carroll,22.9,11.6
"Tennessee, Morgan",Tennessee,Morgan,27.6,13.1
"Tennessee, Cannon",Tennessee,Cannon,23.6,11.1
"Texas, Cass",Texas,Cass,21.2,10.6
"Texas, Culberson",Texas,Culberson,18.9,9.0
"Texas, Franklin",Texas,Franklin,15.6,7.3
"Texas, Aransas",Texas,Aransas,19.0,10.0
"Tennessee, Hamilton",Tennessee,Hamilton,18.7,8.2
"Texas, Cottle",Texas,Cottle,21.0,11.2
"South Dakota, Pennington",South Dakota,Pennington,18.1,6.1
"Tennessee, Cocke",Tennessee,Cocke,26.4,14.0
"Texas, Coryell",Texas,Coryell,19.5,6.0
"Texas, Hunt",Texas,Hunt,19.4,7.9
"Texas, Armstrong",Texas,Armstrong,16.4,8.2
"South Dakota, Faulk",South Dakota,Faulk,15.6,6.8
"South Dakota, Lyman",South Dakota,Lyman,23.0,8.1
"Tennessee, Lake",Tennessee,Lake,30.5,12.7
"Texas, Brooks",Texas,Brooks,17.7,7.9
"South Dakota, McCook",South Dakota,McCook,16.8,6.2
"Texas, Hudspeth",Texas,Hudspeth,20.8,7.6
"Tennessee, Putnam",Tennessee,Putnam,21.6,9.6
"Texas, Cameron",Texas,Cameron,15.7,6.5
"Texas, Frio",Texas,Frio,18.2,5.7
"Texas, Kendall",Texas,Kendall,13.2,5.7
"Texas, Blanco",Texas,Blanco,15.5,7.8
"South Dakota, Codington",South Dakota,Codington,17.7,6.4
"Texas, Edwards",Texas,Edwards,16.5,8.9
"South Dakota, Grant",South Dakota,Grant,16.5,6.4
"Tennessee, Cheatham",Tennessee,Cheatham,21.9,9.3
"Texas, Taylor",Texas,Taylor,16.0,6.3
"Virginia, Roanoke",Virginia,Roanoke,14.7,7.4
"Virginia, Hampton",Virginia,Hampton,18.4,7.0
"Virginia, Accomack",Virginia,Accomack,20.1,10.7
"Virginia, Spotsylvania",Virginia,Spotsylvania,15.8,6.4
"Texas, Leon",Texas,Leon,20.3,10.6
"Texas, Panola",Texas,Panola,20.5,9.3
"Texas, Midland",Texas,Midland,14.6,4.6
"Texas, Red River",Texas,Red River,21.4,11.1
"Texas, Tarrant",Texas,Tarrant,15.1,5.6
"Texas, Wheeler",Texas,Wheeler,19.3,8.9
"Virginia, Isle of Wight",Virginia,Isle of Wight,17.8,8.1
"Virginia, Alexandria",Virginia,Alexandria,12.5,4.2
"Vermont, Windsor",Vermont,Windsor,15.0,7.7
"Utah, Davis",Utah,Davis,8.1,4.1
"Texas, Limestone",Texas,Limestone,20.7,9.2
"Virginia, Harrisonburg",Virginia,Harrisonburg,16.7,5.9
"Virginia, Nottoway",Virginia,Nottoway,21.9,9.9
"Texas, Zapata",Texas,Zapata,18.3,6.9
"Texas, Roberts",Texas,Roberts,16.8,7.9
"Virginia, Fredericksburg",Virginia,Fredericksburg,15.7,5.7
"Texas, Swisher",Texas,Swisher,19.5,8.2
"Vermont, Washington",Vermont,Washington,14.9,7.1
"Virginia, Frederick",Virginia,Frederick,16.2,7.1
"Texas, Milam",Texas,Milam,18.9,8.8
"Texas, Potter",Texas,Potter,20.3,7.4
"Utah, Uintah",Utah,Uintah,14.0,6.4
"Texas, Trinity",Texas,Trinity,21.3,11.1
"Virginia, Arlington",Virginia,Arlington,9.2,3.3
"Virginia, Northumberland",Virginia,Northumberland,15.0,10.1
"Virginia, Winchester",Virginia,Winchester,17.0,7.3
"Virginia, Goochland",Virginia,Goochland,14.5,7.2
"Texas, Parmer",Texas,Parmer,17.0,6.5
"Virginia, Rockbridge",Virginia,Rockbridge,18.3,10.1
"Virginia, Buchanan",Virginia,Buchanan,26.8,14.5
"Virginia, Alleghany",Virginia,Alleghany,20.7,11.2
"Utah, Salt Lake",Utah,Salt Lake,9.5,4.4
"Texas, Newton",Texas,Newton,23.9,11.1
"Virginia, Amelia",Virginia,Amelia,19.5,9.2
"Texas, Upton",Texas,Upton,17.1,6.4
"Texas, Washington",Texas,Washington,16.3,7.8
"Vermont, Orleans",Vermont,Orleans,19.5,9.2
"Virginia, Fluvanna",Virginia,Fluvanna,15.5,7.0
"Virginia, Henry",Virginia,Henry,21.1,11.5
"Virginia, Amherst",Virginia,Amherst,19.0,9.5
"Virginia, Salem",Virginia,Salem,16.7,7.6
"Texas, Wise",Texas,Wise,18.3,7.4
"Texas, Navarro",Texas,Navarro,19.8,8.3
"Texas, Shackelford",Texas,Shackelford,17.3,8.4
"Virginia, Appomattox",Virginia,Appomattox,19.1,9.2
"Virginia, Franklin",Virginia,Franklin,19.2,10.0
"Virginia, Lexington",Virginia,Lexington,15.0,6.2
"Virginia, Lancaster",Virginia,Lancaster,14.9,10.1
"Utah, Rich",Utah,Rich,10.7,6.2
"Texas, Polk",Texas,Polk,22.5,9.3
"Utah, Wayne",Utah,Wayne,10.8,7.0
"Virginia, Albemarle",Virginia,Albemarle,13.3,6.0
"Texas, Robertson",Texas,Robertson,18.5,8.1
"Utah, Piute",Utah,Piute,11.4,8.3
"Virginia, Williamsburg",Virginia,Williamsburg,12.7,5.7
"Virginia, Charlottesville",Virginia,Charlottesville,16.2,5.9
"Utah, Daggett",Utah,Daggett,10.3,6.6
"Texas, Real",Texas,Real,19.0,11.1
"Virginia, Roanoke City",Virginia,Roanoke City,22.0,9.0
"Texas, Wood",Texas,Wood,18.1,9.7
"Texas, Maverick",Texas,Maverick,17.6,6.3
"Texas, Runnels",Texas,Runnels,17.5,8.0
"Texas, Lynn",Texas,Lynn,18.8,8.1
"Texas, Uvalde",Texas,Uvalde,15.7,6.3
"Virginia, Emporia",Virginia,Emporia,23.4,11.9
"Texas, McMullen",Texas,McMullen,12.4,6.0
"Virginia, Southampton",Virginia,Southampton,19.2,9.2
"Virginia, Prince George",Virginia,Prince George,18.8,6.6
"Virginia, Newport News",Virginia,Newport News,18.2,6.7
"Virginia, Bedford",Virginia,Bedford,16.6,8.4
"Texas, Liberty",Texas,Liberty,21.8,7.9
"Virginia, Radford",Virginia,Radford,18.0,6.7
"Vermont, Franklin",Vermont,Franklin,17.3,7.6
"Texas, Schleicher",Texas,Schleicher,14.8,6.1
"Virginia, Highland",Virginia,Highland,17.0,11.1
"Virginia, Patrick",Virginia,Patrick,20.2,11.3
"Virginia, Loudoun",Virginia,Loudoun,10.3,3.9
"Virginia, Pittsylvania",Virginia,Pittsylvania,21.0,10.6
"Virginia, Greensville",Virginia,Greensville,23.6,8.8
"Texas, Willacy",Texas,Willacy,19.0,7.0
"Texas, Travis",Texas,Travis,12.6,4.0
"Virginia, Martinsville",Virginia,Martinsville,20.8,9.9
"Virginia, Rockingham",Virginia,Rockingham,17.2,8.3
"Virginia, Stafford",Virginia,Stafford,13.7,5.0
"Texas, Moore",Texas,Moore,17.4,5.9
"Texas, Starr",Texas,Starr,20.3,7.4
"Texas, Nolan",Texas,Nolan,17.8,7.7
"Vermont, Grand Isle",Vermont,Grand Isle,15.4,7.0
"Texas, Reagan",Texas,Reagan,15.6,5.0
"Virginia, Poquoson",Virginia,Poquoson,14.5,6.7
"Texas, Walker",Texas,Walker,18.6,6.7
"Texas, San Patricio",Texas,San Patricio,16.4,6.2
"Texas, Williamson",Texas,Williamson,12.1,4.5
"Texas, Throckmorton",Texas,Throckmorton,17.3,9.7
"Virginia, Smyth",Virginia,Smyth,22.3,11.2
"Texas, Somervell",Texas,Somervell,18.2,8.1
"Texas, Nacogdoches",Texas,Nacogdoches,18.5,7.6
"Texas, Terry",Texas,Terry,19.5,7.6
"Virginia, Staunton",Virginia,Staunton,16.9,8.0
"Texas, Oldham",Texas,Oldham,17.9,7.1
"Texas, Yoakum",Texas,Yoakum,17.4,6.0
"Virginia, Grayson",Virginia,Grayson,22.1,12.0
"Virginia, Warren",Virginia,Warren,19.0,8.1
"Utah, Carbon",Utah,Carbon,12.2,6.5
"Virginia, Richmond City",Virginia,Richmond City,17.8,7.1
"Texas, Lubbock",Texas,Lubbock,15.1,5.6
"Texas, Refugio",Texas,Refugio,16.1,7.4
"Texas, Pecos",Texas,Pecos,17.2,5.8
"Texas, Stonewall",Texas,Stonewall,18.0,9.8
"Texas, Tom Green",Texas,Tom Green,15.9,5.8
"Texas, Reeves",Texas,Reeves,17.1,5.0
"Virginia, Washington",Virginia,Washington,18.9,10.2
"Utah, Cache",Utah,Cache,9.1,4.3
"Virginia, Virginia Beach",Virginia,Virginia Beach,15.5,5.8
"Virginia, Petersburg",Virginia,Petersburg,21.4,9.2
"Virginia, Cumberland",Virginia,Cumberland,20.2,10.0
"Utah, Wasatch",Utah,Wasatch,8.2,4.3
"Virginia, Mecklenburg",Virginia,Mecklenburg,20.0,10.8
"Vermont, Orange",Vermont,Orange,16.1,8.0
"Virginia, Shenandoah",Virginia,Shenandoah,17.9,9.2
"Virginia, Culpeper",Virginia,Culpeper,17.1,7.3
"Texas, San Jacinto",Texas,San Jacinto,20.6,10.3
"Virginia, Richmond",Virginia,Richmond,20.6,9.5
"Virginia, Prince William",Virginia,Prince William,13.7,4.8
"Virginia, Brunswick",Virginia,Brunswick,21.8,10.0
"Utah, Emery",Utah,Emery,11.7,6.8
"Virginia, Tazewell",Virginia,Tazewell,21.8,11.3
"Virginia, Manassas Park",Virginia,Manassas Park,15.2,4.6
"Texas, Loving",Texas,Loving,20.2,6.9
"Virginia, Dinwiddie",Virginia,Dinwiddie,20.8,8.7
"Virginia, James City",Virginia,James City,12.0,6.5
"Texas, San Saba",Texas,San Saba,18.6,8.7
"Texas, Sutton",Texas,Sutton,14.9,6.1
"Vermont, Lamoille",Vermont,Lamoille,16.2,7.1
"Texas, Motley",Texas,Motley,16.0,8.9
"Virginia, Middlesex",Virginia,Middlesex,17.6,10.2
"Utah, Utah",Utah,Utah,6.3,3.6
"Virginia, Norfolk",Virginia,Norfolk,18.2,6.2
"Virginia, Galax",Virginia,Galax,23.0,11.8
"Utah, Tooele",Utah,Tooele,11.0,4.9
"Texas, Lipscomb",Texas,Lipscomb,17.2,7.4
"Texas, Victoria",Texas,Victoria,17.2,6.3
"Utah, Summit",Utah,Summit,7.4,4.1
"Virginia, Colonial Heights",Virginia,Colonial Heights,17.3,8.1
"Washington, Adams",Washington,Adams,16.5,6.4
"Virginia, Wythe",Virginia,Wythe,20.2,10.3
"Texas, Rockwall",Texas,Rockwall,13.7,5.0
"Virginia, Carroll",Virginia,Carroll,21.2,11.0
"Washington, Benton",Washington,Benton,14.4,5.7
"Washington, Ferry",Washington,Ferry,19.8,10.5
"Vermont, Essex",Vermont,Essex,20.7,10.6
"Texas, Morris",Texas,Morris,20.0,9.6
"Utah, Morgan",Utah,Morgan,8.8,4.5
"Texas, Wilbarger",Texas,Wilbarger,20.3,9.0
"Virginia, New Kent",Virginia,New Kent,17.3,7.2
"Texas, Shelby",Texas,Shelby,21.7,9.8
"Virginia, Russell",Virginia,Russell,23.9,12.3
"Texas, Palo Pinto",Texas,Palo Pinto,19.6,9.1
"Virginia, Prince Edward",Virginia,Prince Edward,18.1,7.5
"Utah, Sevier",Utah,Sevier,12.3,7.0
"Virginia, York",Virginia,York,13.5,5.7
"Virginia, Floyd",Virginia,Floyd,18.8,9.7
"Virginia, Caroline",Virginia,Caroline,19.1,7.8
"Virginia, Portsmouth",Virginia,Portsmouth,20.3,7.8
